concept,prop_s,label,prob,prob_control
lorry,wings,neg,1.8680989910535573e-07,5.100794009393894e-09
vireo,wings,pos,3.9147869301814353e-07,5.100794009393894e-09
beetle,wings,pos,1.90656123777444e-06,5.100794009393894e-09
catbird,wings,pos,7.969908892846433e-07,5.100794009393894e-09
albatross,wings,pos,2.8314401788520627e-05,5.100794009393894e-09
oxcart,wings,neg,1.3163651146896882e-06,5.100794009393894e-09
drone,wings,pos,2.9961413474666188e-06,5.100794009393894e-09
peregrine,wings,pos,2.0683874026872218e-06,5.100794009393894e-09
crake,wings,pos,9.535613543221189e-08,5.100794009393894e-09
sedan,wings,neg,4.744596481032204e-06,5.100794009393894e-09
bird,wings,pos,2.1353082502173493e-06,5.100794009393894e-09
soldier,wings,neg,6.108381001013186e-08,5.100794009393894e-09
quail,wings,pos,7.883291459620523e-07,5.100794009393894e-09
snowplow,wings,neg,1.6298575644668745e-07,5.100794009393894e-09
amphibian,wings,neg,1.2346147741482127e-05,5.100794009393894e-09
sawfly,wings,pos,3.039949888261617e-06,5.100794009393894e-09
chicken,wings,pos,4.677699052990647e-06,5.100794009393894e-09
cat,wings,neg,1.3968473240311141e-06,5.100794009393894e-09
scooter,wings,neg,5.966713615634944e-06,5.100794009393894e-09
railcar,wings,neg,1.1809096349679749e-06,5.100794009393894e-09
parachute,wings,neg,8.814514984578636e-08,5.100794009393894e-09
canary,wings,pos,1.298634515478625e-07,5.100794009393894e-09
merganser,wings,pos,4.006697054137476e-06,5.100794009393894e-09
sparrow,wings,pos,4.20601196537973e-07,5.100794009393894e-09
subcompact,wings,neg,1.7676384231890552e-05,5.100794009393894e-09
nightingale,wings,pos,4.0677360857444e-07,5.100794009393894e-09
mosquito,wings,pos,4.5622621769325633e-07,5.100794009393894e-09
accentor,wings,pos,5.5966211220948026e-08,5.100794009393894e-09
pickup,wings,neg,1.629362145649793e-06,5.100794009393894e-09
boxcar,wings,neg,2.9661734970432008e-06,5.100794009393894e-09
motorcycle,wings,neg,4.406339485285571e-06,5.100794009393894e-09
eagle,wings,pos,1.7790507627069019e-06,5.100794009393894e-09
emperor,wings,neg,2.0093308705781965e-07,5.100794009393894e-09
stroller,wings,neg,1.0023784398072166e-06,5.100794009393894e-09
saloon,wings,neg,6.503411498215428e-08,5.100794009393894e-09
jackdaw,wings,pos,6.536121190947597e-07,5.100794009393894e-09
damselfly,wings,pos,1.2134775033700862e-06,5.100794009393894e-09
cricket,wings,pos,8.12913114600633e-08,5.100794009393894e-09
hearse,wings,neg,9.032625314375764e-08,5.100794009393894e-09
owl,wings,pos,3.916821697202977e-06,5.100794009393894e-09
fowl,wings,pos,4.5167365669840365e-07,5.100794009393894e-09
limousine,wings,neg,5.245945544629649e-07,5.100794009393894e-09
archaeopteryx,wings,pos,3.229762660339475e-05,5.100794009393894e-09
cab,wings,neg,2.858829191154655e-07,5.100794009393894e-09
airliner,wings,pos,2.606360283152753e-07,5.100794009393894e-09
silverfish,wings,neg,4.709535005531507e-06,5.100794009393894e-09
caboose,wings,neg,5.212656105868518e-06,5.100794009393894e-09
zeppelin,wings,neg,2.2161591459735064e-06,5.100794009393894e-09
marabou,wings,pos,2.848763415386202e-06,5.100794009393894e-09
wren,wings,pos,3.2366455116061843e-07,5.100794009393894e-09
flatcar,wings,neg,2.901530751842074e-05,5.100794009393894e-09
currawong,wings,pos,2.0783320451300824e-06,5.100794009393894e-09
gnat,wings,pos,1.2244122444826644e-06,5.100794009393894e-09
sheldrake,wings,pos,3.3768787943699863e-07,5.100794009393894e-09
skylark,wings,pos,8.873499837136478e-07,5.100794009393894e-09
jeep,wings,neg,7.668101716262754e-06,5.100794009393894e-09
diver,wings,neg,3.464423770083158e-08,5.100794009393894e-09
diner,wings,neg,4.2447585002491905e-08,5.100794009393894e-09
jet,wings,pos,5.448874617286492e-06,5.100794009393894e-09
worker,wings,neg,8.781849203387537e-08,5.100794009393894e-09
tropicbird,wings,pos,2.605383997433819e-06,5.100794009393894e-09
forklift,wings,neg,1.2818939012504416e-06,5.100794009393894e-09
petrel,wings,pos,1.611292827874422e-05,5.100794009393894e-09
pushcart,wings,neg,1.9266014987806557e-06,5.100794009393894e-09
admiral,wings,neg,2.9797007528031827e-08,5.100794009393894e-09
racer,wings,neg,1.6726713170100993e-07,5.100794009393894e-09
viceroy,wings,neg,9.659125721483974e-10,5.100794009393894e-09
megapode,wings,pos,2.8776507843275567e-09,5.100794009393894e-09
velocipede,wings,neg,2.7480771223054035e-06,5.100794009393894e-09
weka,wings,pos,8.906754374038428e-07,5.100794009393894e-09
bat,wings,pos,1.0864121122722281e-06,5.100794009393894e-09
mealybug,wings,pos,1.919182750498294e-06,5.100794009393894e-09
merle,wings,neg,9.184681459828425e-08,5.100794009393894e-09
limo,wings,neg,2.3820224726023298e-07,5.100794009393894e-09
tricycle,wings,neg,3.6194069252815098e-06,5.100794009393894e-09
crow,wings,pos,1.1119139742277184e-07,5.100794009393894e-09
pochard,wings,pos,4.745883188661537e-07,5.100794009393894e-09
grasshopper,wings,pos,3.371262891960214e-06,5.100794009393894e-09
copper,wings,neg,4.558427590950487e-08,5.100794009393894e-09
stilt,wings,pos,6.835883823441691e-07,5.100794009393894e-09
roach,wings,pos,6.37533219105535e-07,5.100794009393894e-09
spoonbill,wings,pos,8.249957318184897e-06,5.100794009393894e-09
engine,wings,neg,1.971056651228764e-09,5.100794009393894e-09
tit,wings,pos,6.506384409021848e-08,5.100794009393894e-09
moth,wings,pos,6.7618725552165415e-06,5.100794009393894e-09
clarence,wings,neg,4.974878820007689e-08,5.100794009393894e-09
trogon,wings,pos,7.189266284512996e-07,5.100794009393894e-09
wagon,wings,neg,2.624554156227532e-07,5.100794009393894e-09
tortrix,wings,pos,4.786264980793931e-06,5.100794009393894e-09
locomotive,wings,neg,4.8470294444769024e-08,5.100794009393894e-09
automobile,wings,neg,4.353605618234724e-07,5.100794009393894e-09
ant,wings,neg,3.4802232562469726e-07,5.100794009393894e-09
grosbeak,wings,pos,4.303825335227884e-06,5.100794009393894e-09
hobby,wings,neg,1.2815475258776132e-07,5.100794009393894e-09
drosophila,wings,pos,5.827337736263871e-05,5.100794009393894e-09
egret,wings,pos,7.783099249536463e-07,5.100794009393894e-09
gadfly,wings,pos,3.2112477583723376e-06,5.100794009393894e-09
dragonfly,wings,pos,1.0195502909482457e-05,5.100794009393894e-09
lark,wings,pos,2.7177270567335654e-07,5.100794009393894e-09
platypus,wings,neg,1.751583795339684e-06,5.100794009393894e-09
trolley,wings,neg,6.741746574334684e-07,5.100794009393894e-09
marabout,wings,neg,9.273749128624331e-07,5.100794009393894e-09
cock,wings,pos,3.7821723708475474e-07,5.100794009393894e-09
plane,wings,pos,5.362710453482578e-07,5.100794009393894e-09
tattler,wings,pos,1.6639907585158653e-07,5.100794009393894e-09
hydroplane,wings,pos,4.069561691721901e-05,5.100794009393894e-09
minicab,wings,neg,1.3820045978718554e-06,5.100794009393894e-09
car,wings,neg,6.395212494680891e-06,5.100794009393894e-09
balloon,wings,neg,8.504676429765823e-07,5.100794009393894e-09
dumper,wings,neg,7.678181646042503e-07,5.100794009393894e-09
wasp,wings,pos,1.8062409026242676e-06,5.100794009393894e-09
gull,wings,pos,2.5498013656033436e-06,5.100794009393894e-09
bicycle,wings,neg,6.16882971371524e-06,5.100794009393894e-09
sitter,wings,neg,9.533242462111957e-08,5.100794009393894e-09
pen,wings,neg,2.1482053114141308e-07,5.100794009393894e-09
flea,wings,neg,4.03031009454935e-07,5.100794009393894e-09
weaver,wings,pos,3.025586750027287e-07,5.100794009393894e-09
wrecker,wings,neg,9.114787147268544e-09,5.100794009393894e-09
monarch,wings,neg,6.542219210814437e-09,5.100794009393894e-09
thrasher,wings,neg,1.9329192468831025e-07,5.100794009393894e-09
brant,wings,pos,2.0736883925565053e-06,5.100794009393894e-09
babbler,wings,pos,8.330945888701535e-08,5.100794009393894e-09
cart,wings,neg,1.7499451132607646e-07,5.100794009393894e-09
robin,wings,pos,7.928562126835459e-07,5.100794009393894e-09
carrier,wings,neg,4.1391931659973125e-08,5.100794009393894e-09
dozer,wings,neg,5.454286338135717e-07,5.100794009393894e-09
rooster,wings,pos,5.286112241265073e-07,5.100794009393894e-09
stork,wings,pos,5.966943206203723e-08,5.100794009393894e-09
bandwagon,wings,neg,4.0107619447837806e-09,5.100794009393894e-09
skateboard,wings,neg,1.78226619027555e-05,5.100794009393894e-09
queen,wings,neg,2.685687405801218e-08,5.100794009393894e-09
cabriolet,wings,neg,1.3386243153945543e-05,5.100794009393894e-09
carriage,wings,neg,1.0174317566225e-07,5.100794009393894e-09
tractor,wings,neg,2.1436578663269756e-06,5.100794009393894e-09
angel,wings,pos,1.46204726547694e-07,5.100794009393894e-09
pintail,wings,pos,9.583729479345493e-06,5.100794009393894e-09
kite,wings,neg,1.120990646086284e-06,5.100794009393894e-09
dray,wings,neg,3.250879743177393e-08,5.100794009393894e-09
panzer,wings,neg,3.171982996263978e-07,5.100794009393894e-09
scrambler,wings,neg,1.2009110150756896e-07,5.100794009393894e-09
pigeon,wings,pos,3.5259374726592796e-06,5.100794009393894e-09
whitethroat,wings,pos,8.056470051087672e-07,5.100794009393894e-09
wheel,wings,neg,2.4070339055271006e-09,5.100794009393894e-09
airplane,wings,pos,7.444489256158704e-06,5.100794009393894e-09
shoveler,wings,pos,5.348566922691589e-09,5.100794009393894e-09
grackle,wings,pos,3.630662206433044e-07,5.100794009393894e-09
tramcar,wings,neg,1.4492275113298092e-06,5.100794009393894e-09
insect,wings,pos,1.0891064903262304e-06,5.100794009393894e-09
caravan,wings,neg,8.18036971494962e-10,5.100794009393894e-09
hen,wings,pos,1.4348478316605906e-06,5.100794009393894e-09
bike,wings,neg,1.0407760782982223e-05,5.100794009393894e-09
cruiser,wings,neg,1.073394923878368e-05,5.100794009393894e-09
gondola,wings,neg,2.4663049771334045e-06,5.100794009393894e-09
eider,wings,pos,5.159882334737631e-07,5.100794009393894e-09
guinea,wings,pos,8.904897185857408e-06,5.100794009393894e-09
warbler,wings,pos,4.513926796789747e-06,5.100794009393894e-09
camper,wings,neg,2.1610944713756908e-06,5.100794009393894e-09
bus,wings,neg,2.3001354065854684e-07,5.100794009393894e-09
van,wings,neg,3.3643752885836875e-06,5.100794009393894e-09
hawk,wings,pos,1.1939735031774035e-06,5.100794009393894e-09
truck,wings,neg,4.872209501627367e-06,5.100794009393894e-09
crab,wings,neg,1.7688380467006937e-06,5.100794009393894e-09
duck,wings,pos,4.980266112397658e-06,5.100794009393894e-09
trailer,wings,neg,2.043675273455392e-08,5.100794009393894e-09
falcon,wings,pos,1.0588621535134735e-06,5.100794009393894e-09
oriole,wings,pos,1.9946317024732707e-06,5.100794009393894e-09
