concept,prop_s,label,prob,prob_control
wren,swam,neg,1.2192339291221473e-27,7.391848549050474e-25
perch,swam,pos,2.871657458392599e-27,7.391848549050474e-25
whiting,swam,pos,6.129874478898982e-26,7.391848549050474e-25
duck,swam,pos,1.0469495770574954e-27,7.391848549050474e-25
deer,swam,pos,9.610096718175788e-28,7.391848549050474e-25
canary,swam,neg,1.9946931930472422e-26,7.391848549050474e-25
eagle,swam,neg,2.0169233935047274e-27,7.391848549050474e-25
capelin,swam,pos,6.26338880192165e-27,7.391848549050474e-25
cat,swam,pos,6.321232567057365e-27,7.391848549050474e-25
mammal,swam,pos,2.681924623995686e-26,7.391848549050474e-25
robin,swam,neg,1.3618925482614658e-26,7.391848549050474e-25
vervet,swam,pos,1.6585810161921495e-27,7.391848549050474e-25
whale,swam,pos,6.118533062642475e-27,7.391848549050474e-25
otter,swam,pos,1.8847732066616695e-27,7.391848549050474e-25
stockfish,swam,pos,4.115201149348283e-27,7.391848549050474e-25
duckling,swam,pos,3.566016447916429e-27,7.391848549050474e-25
goldeneye,swam,pos,5.1446257268768264e-27,7.391848549050474e-25
bulldog,swam,pos,2.9877889155162106e-27,7.391848549050474e-25
chameleon,swam,neg,5.55611067433087e-27,7.391848549050474e-25
owl,swam,neg,1.6632729667226657e-27,7.391848549050474e-25
shark,swam,pos,1.1201962558129391e-27,7.391848549050474e-25
sheldrake,swam,pos,5.3774702719672544e-27,7.391848549050474e-25
primate,swam,pos,6.917572122433584e-27,7.391848549050474e-25
sparrow,swam,neg,1.4025115856058587e-27,7.391848549050474e-25
blenny,swam,pos,1.4689007596827183e-26,7.391848549050474e-25
buzzard,swam,neg,1.3515926941781823e-27,7.391848549050474e-25
guppy,swam,pos,1.8204662132255853e-27,7.391848549050474e-25
thornbill,swam,neg,1.3731564650970112e-26,7.391848549050474e-25
beef,swam,neg,4.4021778073856026e-27,7.391848549050474e-25
partridge,swam,neg,1.427203606014757e-26,7.391848549050474e-25
shrimp,swam,pos,4.004510251724571e-27,7.391848549050474e-25
lark,swam,neg,2.0515579694736264e-27,7.391848549050474e-25
herring,swam,pos,3.3188281158605895e-26,7.391848549050474e-25
loach,swam,pos,6.2933805385736145e-27,7.391848549050474e-25
lapwing,swam,neg,1.8509582679585028e-26,7.391848549050474e-25
puppy,swam,pos,1.777001826240654e-27,7.391848549050474e-25
cod,swam,pos,1.477197819957534e-26,7.391848549050474e-25
bottlenose,swam,pos,1.02981292204253e-26,7.391848549050474e-25
frog,swam,pos,2.8169096256424865e-27,7.391848549050474e-25
bluefish,swam,pos,7.40308750583394e-27,7.391848549050474e-25
scaup,swam,pos,1.02637475190581e-26,7.391848549050474e-25
coho,swam,pos,2.7414497259728513e-26,7.391848549050474e-25
lion,swam,neg,1.4555066295135845e-27,7.391848549050474e-25
crow,swam,neg,4.2107900599060766e-27,7.391848549050474e-25
chamois,swam,neg,3.649250517880979e-27,7.391848549050474e-25
skylark,swam,neg,1.5188209986563316e-27,7.391848549050474e-25
mouse,swam,pos,6.133245626673638e-26,7.391848549050474e-25
bloodhound,swam,pos,7.2489754583525485e-28,7.391848549050474e-25
catfish,swam,pos,3.195090044347225e-27,7.391848549050474e-25
glutton,swam,pos,2.38498170220075e-27,7.391848549050474e-25
armadillo,swam,pos,4.354163603500051e-27,7.391848549050474e-25
cobia,swam,pos,9.016772591313496e-27,7.391848549050474e-25
llama,swam,neg,2.6108308845471746e-27,7.391848549050474e-25
mankind,swam,pos,3.5722356608928444e-27,7.391848549050474e-25
toucanet,swam,neg,3.723692332463412e-27,7.391848549050474e-25
dunnock,swam,neg,7.84389127001738e-27,7.391848549050474e-25
sardine,swam,pos,1.204242490435037e-27,7.391848549050474e-25
springbok,swam,neg,1.8617263733891652e-27,7.391848549050474e-25
sweeper,swam,neg,1.2331072691800435e-27,7.391848549050474e-25
sunfish,swam,pos,4.4249619438136925e-27,7.391848549050474e-25
hack,swam,neg,7.350143691662735e-27,7.391848549050474e-25
cichlid,swam,pos,3.2285311215295873e-27,7.391848549050474e-25
rockfish,swam,pos,4.28248318727188e-27,7.391848549050474e-25
barbet,swam,pos,7.004502437147402e-27,7.391848549050474e-25
whiff,swam,neg,2.3069836579760058e-27,7.391848549050474e-25
bullhead,swam,pos,3.233451872537497e-27,7.391848549050474e-25
dog,swam,pos,2.64342166365909e-27,7.391848549050474e-25
wolf,swam,pos,3.0087819370960204e-27,7.391848549050474e-25
hippo,swam,pos,2.5322533280021643e-27,7.391848549050474e-25
bluefin,swam,pos,2.0320747228958207e-26,7.391848549050474e-25
livestock,swam,neg,7.364287721174315e-27,7.391848549050474e-25
fish,swam,pos,9.29095568191624e-27,7.391848549050474e-25
