concept,prop_s,label,prob,prob_control
rattlesnake,eggs,pos,7.3583981311078815e-28,6.753832832642687e-28
capybara,eggs,neg,1.0335206453342666e-27,6.753832832642687e-28
cow,eggs,neg,8.446536512624517e-29,6.753832832642687e-28
cock,eggs,neg,1.904517334894917e-28,6.753832832642687e-28
felid,eggs,neg,6.080660131768586e-28,6.753832832642687e-28
trout,eggs,pos,3.491698229888177e-28,6.753832832642687e-28
bonobo,eggs,neg,3.627768791577781e-28,6.753832832642687e-28
micropterus,eggs,pos,1.2291073052785457e-27,6.753832832642687e-28
ibex,eggs,neg,1.8639519539587748e-28,6.753832832642687e-28
bronc,eggs,neg,1.5119621361971367e-28,6.753832832642687e-28
linnet,eggs,pos,3.422097769851696e-28,6.753832832642687e-28
gyrfalcon,eggs,pos,4.1484234408889625e-27,6.753832832642687e-28
timaliidae,eggs,pos,2.12131072242046e-27,6.753832832642687e-28
icteridae,eggs,pos,1.9262837377180198e-27,6.753832832642687e-28
egret,eggs,pos,3.767420860740216e-28,6.753832832642687e-28
apodidae,eggs,pos,1.4239340895632668e-27,6.753832832642687e-28
smallmouth,eggs,pos,4.267068718072485e-28,6.753832832642687e-28
torpedo,eggs,neg,1.4721855680179668e-27,6.753832832642687e-28
tortoise,eggs,pos,7.520423728434263e-28,6.753832832642687e-28
crow,eggs,pos,4.365061959572852e-28,6.753832832642687e-28
turtle,eggs,pos,5.609528556157886e-28,6.753832832642687e-28
neritidae,eggs,pos,6.929274939444156e-28,6.753832832642687e-28
redstart,eggs,pos,9.39712834789042e-28,6.753832832642687e-28
drum,eggs,neg,6.658261809159252e-29,6.753832832642687e-28
chow,eggs,neg,2.127334549804017e-28,6.753832832642687e-28
hackney,eggs,neg,2.312772618202845e-27,6.753832832642687e-28
stag,eggs,neg,1.291855306572897e-28,6.753832832642687e-28
malinois,eggs,neg,1.2702622133706648e-27,6.753832832642687e-28
utahraptor,eggs,pos,3.454499326346575e-27,6.753832832642687e-28
flounder,eggs,pos,1.8508680285109586e-28,6.753832832642687e-28
deer,eggs,neg,2.5612561959241833e-28,6.753832832642687e-28
jade,eggs,neg,2.7952757027254333e-28,6.753832832642687e-28
whiff,eggs,neg,3.1163429096706115e-28,6.753832832642687e-28
beaver,eggs,neg,7.933409553093968e-28,6.753832832642687e-28
painter,eggs,neg,2.722816970058487e-27,6.753832832642687e-28
sardine,eggs,pos,1.7070944692675348e-28,6.753832832642687e-28
procellariidae,eggs,pos,3.507158102886011e-27,6.753832832642687e-28
hind,eggs,neg,9.723744640487863e-29,6.753832832642687e-28
currawong,eggs,pos,1.1853611547427507e-27,6.753832832642687e-28
bulldog,eggs,neg,1.040117123912663e-28,6.753832832642687e-28
fringillidae,eggs,pos,9.33693051858368e-28,6.753832832642687e-28
albatross,eggs,pos,1.7856575331897137e-27,6.753832832642687e-28
avocet,eggs,pos,3.5881370051821804e-28,6.753832832642687e-28
bushbaby,eggs,neg,2.1082225840008904e-28,6.753832832642687e-28
phalacrocorax,eggs,pos,6.90708389314244e-28,6.753832832642687e-28
armadillo,eggs,neg,1.0850284861389365e-27,6.753832832642687e-28
stickleback,eggs,pos,2.3225383830236007e-28,6.753832832642687e-28
platypus,eggs,pos,3.3260429768403547e-28,6.753832832642687e-28
acaridae,eggs,pos,1.473955940600746e-26,6.753832832642687e-28
yellowthroat,eggs,pos,8.384277938277283e-28,6.753832832642687e-28
giraffe,eggs,neg,1.5498619819419984e-27,6.753832832642687e-28
bull,eggs,neg,1.929119043633898e-28,6.753832832642687e-28
leatherback,eggs,pos,5.163037207885055e-29,6.753832832642687e-28
lepomis,eggs,pos,1.4599554313886218e-27,6.753832832642687e-28
tanager,eggs,pos,1.5268463246604689e-28,6.753832832642687e-28
creeper,eggs,pos,4.3315859267619995e-28,6.753832832642687e-28
cob,eggs,neg,4.413444208670776e-28,6.753832832642687e-28
halibut,eggs,pos,4.274500978024373e-27,6.753832832642687e-28
curlew,eggs,pos,8.098572971782242e-28,6.753832832642687e-28
cony,eggs,neg,2.0517340957670406e-28,6.753832832642687e-28
trogon,eggs,pos,6.312877690365619e-28,6.753832832642687e-28
pompon,eggs,neg,3.2179376401669825e-28,6.753832832642687e-28
clupeidae,eggs,pos,4.0041243916602127e-28,6.753832832642687e-28
halfbeak,eggs,pos,2.4811476213698823e-28,6.753832832642687e-28
mouser,eggs,neg,1.123592464750996e-28,6.753832832642687e-28
bass,eggs,pos,1.8220262646287875e-28,6.753832832642687e-28
redhorse,eggs,neg,2.6821424851909952e-28,6.753832832642687e-28
charadrius,eggs,pos,2.624237668076043e-27,6.753832832642687e-28
chicken,eggs,pos,6.409019150224457e-28,6.753832832642687e-28
salmon,eggs,pos,1.7864719126666978e-28,6.753832832642687e-28
char,eggs,pos,3.3110173528967316e-28,6.753832832642687e-28
pachyderm,eggs,neg,7.049927228222725e-28,6.753832832642687e-28
hen,eggs,pos,1.0321010423722587e-27,6.753832832642687e-28
lynx,eggs,neg,1.6349003593749474e-27,6.753832832642687e-28
stockfish,eggs,pos,5.438067828033952e-28,6.753832832642687e-28
motacilla,eggs,pos,1.482557567436967e-27,6.753832832642687e-28
hobby,eggs,neg,2.6473522940825898e-27,6.753832832642687e-28
plaice,eggs,pos,1.0094956202059458e-28,6.753832832642687e-28
whippet,eggs,neg,1.0968260107545236e-28,6.753832832642687e-28
chamois,eggs,neg,9.220092052577484e-28,6.753832832642687e-28
whitethroat,eggs,pos,3.585902204222962e-28,6.753832832642687e-28
leopard,eggs,neg,1.2618134475941297e-27,6.753832832642687e-28
layer,eggs,neg,2.3665283081421065e-28,6.753832832642687e-28
humankind,eggs,neg,2.9586534473175205e-27,6.753832832642687e-28
hare,eggs,neg,2.926033105180959e-28,6.753832832642687e-28
human,eggs,neg,2.71519144303668e-28,6.753832832642687e-28
addax,eggs,neg,4.141723419501931e-28,6.753832832642687e-28
roach,eggs,pos,3.7913007068619164e-28,6.753832832642687e-28
blackbuck,eggs,neg,6.202098199964465e-28,6.753832832642687e-28
calidris,eggs,pos,6.20805076794008e-28,6.753832832642687e-28
duck,eggs,pos,1.931802465899537e-28,6.753832832642687e-28
quail,eggs,pos,3.631410243620131e-28,6.753832832642687e-28
syngnathidae,eggs,pos,9.650319765064315e-28,6.753832832642687e-28
cotingidae,eggs,pos,7.605989906968471e-28,6.753832832642687e-28
permit,eggs,neg,7.240514366624369e-28,6.753832832642687e-28
muskrat,eggs,neg,1.024022536627532e-27,6.753832832642687e-28
howler,eggs,neg,1.0444892015535407e-27,6.753832832642687e-28
toadfish,eggs,pos,1.560860895632021e-28,6.753832832642687e-28
turkey,eggs,pos,4.660282464440625e-28,6.753832832642687e-28
skate,eggs,neg,1.1670881480975233e-28,6.753832832642687e-28
pointer,eggs,neg,4.00505052322222e-28,6.753832832642687e-28
hack,eggs,neg,1.0227751888397502e-26,6.753832832642687e-28
drill,eggs,neg,1.0884342043560937e-27,6.753832832642687e-28
typhlopidae,eggs,pos,4.968868826825947e-27,6.753832832642687e-28
paridae,eggs,pos,3.41366773374387e-28,6.753832832642687e-28
eland,eggs,neg,3.6962264529335114e-28,6.753832832642687e-28
mangabey,eggs,neg,2.446436585982191e-28,6.753832832642687e-28
lark,eggs,pos,3.1883620006795027e-27,6.753832832642687e-28
packhorse,eggs,neg,7.826514061537535e-29,6.753832832642687e-28
grade,eggs,neg,4.257862291455828e-28,6.753832832642687e-28
robin,eggs,pos,1.6263630971174676e-27,6.753832832642687e-28
stork,eggs,pos,5.588376067578681e-28,6.753832832642687e-28
cuscus,eggs,neg,2.2444871831323914e-28,6.753832832642687e-28
coypu,eggs,neg,6.199958973278737e-28,6.753832832642687e-28
pickerel,eggs,pos,6.352398254306931e-28,6.753832832642687e-28
mole,eggs,neg,3.7549458902666908e-28,6.753832832642687e-28
roebuck,eggs,neg,2.5000082533152665e-28,6.753832832642687e-28
mankind,eggs,neg,1.6110724652134968e-27,6.753832832642687e-28
viscacha,eggs,neg,5.93251760044632e-28,6.753832832642687e-28
gnu,eggs,neg,1.2185304832099598e-27,6.753832832642687e-28
psittacula,eggs,pos,5.914021932225397e-28,6.753832832642687e-28
pleuronectidae,eggs,pos,1.0463208572271502e-27,6.753832832642687e-28
grackle,eggs,pos,6.781663483304055e-28,6.753832832642687e-28
equine,eggs,neg,3.576198165456924e-28,6.753832832642687e-28
sheep,eggs,neg,3.928973220968075e-29,6.753832832642687e-28
tropicbird,eggs,pos,1.6147250876495245e-27,6.753832832642687e-28
puss,eggs,neg,2.1711971228049503e-28,6.753832832642687e-28
whale,eggs,neg,1.1926585995985311e-27,6.753832832642687e-28
emberizidae,eggs,pos,1.2126601717022698e-26,6.753832832642687e-28
strigidae,eggs,pos,5.673437170984974e-28,6.753832832642687e-28
pipefish,eggs,pos,4.72861494034997e-28,6.753832832642687e-28
moose,eggs,neg,3.528114916982866e-28,6.753832832642687e-28
pintail,eggs,pos,5.898817196796946e-28,6.753832832642687e-28
crocodile,eggs,pos,1.5256909833609553e-27,6.753832832642687e-28
crane,eggs,pos,1.5956070551670729e-27,6.753832832642687e-28
tabby,eggs,neg,7.866746136222677e-29,6.753832832642687e-28
collie,eggs,neg,4.82025267321917e-29,6.753832832642687e-28
mosquitofish,eggs,pos,5.110673218997732e-28,6.753832832642687e-28
pig,eggs,neg,3.5027754567045633e-28,6.753832832642687e-28
world,eggs,neg,1.2397797497688703e-27,6.753832832642687e-28
haliaeetus,eggs,pos,1.714715133316232e-27,6.753832832642687e-28
laridae,eggs,pos,4.526024347273435e-27,6.753832832642687e-28
lemming,eggs,neg,3.3939900260195794e-28,6.753832832642687e-28
merganser,eggs,pos,1.0975960456945382e-27,6.753832832642687e-28
merino,eggs,neg,9.904822740530339e-28,6.753832832642687e-28
