concept,prop_s,label,prob,prob_control
fenugreek,red,neg,7.405590622511227e-06,1.2812342902179807e-06
brick,red,pos,8.528651960659772e-06,1.2812342902179807e-06
wand,red,pos,1.3159726677258732e-06,1.2812342902179807e-06
quesadilla,red,neg,8.062122560659191e-07,1.2812342902179807e-06
guava,red,neg,2.5145420295302756e-05,1.2812342902179807e-06
water,red,neg,6.993656711529184e-07,1.2812342902179807e-06
dogwood,red,pos,1.2788672393071465e-05,1.2812342902179807e-06
yogurt,red,neg,3.4242751212332223e-07,1.2812342902179807e-06
mentzelia,red,neg,5.183354460314149e-06,1.2812342902179807e-06
vanilla,red,neg,2.543067409987998e-07,1.2812342902179807e-06
lark,red,neg,1.1124186585220741e-06,1.2812342902179807e-06
cilantro,red,neg,2.3970585516508436e-06,1.2812342902179807e-06
clothing,red,pos,1.6762966481564945e-07,1.2812342902179807e-06
apricot,red,pos,7.291500514838845e-05,1.2812342902179807e-06
frog,red,neg,2.2892356810189085e-06,1.2812342902179807e-06
blackboard,red,neg,6.982688205425802e-07,1.2812342902179807e-06
raisin,red,neg,1.672756661719177e-05,1.2812342902179807e-06
currant,red,pos,1.7189691789099015e-05,1.2812342902179807e-06
chive,red,neg,5.846172371093417e-06,1.2812342902179807e-06
pot,red,pos,1.5083071502886014e-06,1.2812342902179807e-06
cream,red,neg,3.0154015462358075e-07,1.2812342902179807e-06
lingonberry,red,pos,1.1661298231047112e-05,1.2812342902179807e-06
geranium,red,pos,3.6297399219620274e-06,1.2812342902179807e-06
chicken,red,neg,2.956567868750426e-06,1.2812342902179807e-06
bulgur,red,neg,4.031766820844496e-06,1.2812342902179807e-06
peanut,red,neg,6.354162906063721e-06,1.2812342902179807e-06
cereal,red,neg,1.4077835430725827e-06,1.2812342902179807e-06
miner,red,pos,8.586392823417555e-07,1.2812342902179807e-06
banana,red,neg,3.240002115489915e-06,1.2812342902179807e-06
radish,red,pos,1.955916923179757e-05,1.2812342902179807e-06
berry,red,pos,5.585048711509444e-05,1.2812342902179807e-06
watermelon,red,pos,4.0632089621794876e-06,1.2812342902179807e-06
avocado,red,neg,5.240050995780621e-06,1.2812342902179807e-06
fear,red,neg,1.0459816621732898e-06,1.2812342902179807e-06
syrup,red,pos,1.6637638111660635e-07,1.2812342902179807e-06
bloodstone,red,pos,8.827028068481013e-06,1.2812342902179807e-06
tongue,red,pos,1.8618129615788348e-05,1.2812342902179807e-06
coconut,red,neg,3.1073046557139605e-05,1.2812342902179807e-06
