concept,prop_s,label,prob,prob_control
cds,round,pos,1.3102735465508886e-06,5.374829015636351e-06
matzah,round,pos,4.077354276432743e-07,5.374829015636351e-06
bucket,round,pos,1.350277756273499e-07,5.374829015636351e-06
vegetable,round,pos,4.886458668806881e-07,5.374829015636351e-06
snack,round,pos,8.506547999331815e-08,5.374829015636351e-06
frisbee,round,pos,1.5489135876123328e-06,5.374829015636351e-06
mozzarella,round,pos,1.1231672658595926e-07,5.374829015636351e-06
nutlet,round,pos,1.832551561165019e-06,5.374829015636351e-06
banjo,round,pos,1.0892082400459913e-06,5.374829015636351e-06
egg,round,pos,7.991488359948562e-07,5.374829015636351e-06
omelette,round,pos,9.489647823102132e-08,5.374829015636351e-06
berry,round,pos,1.5984281844794168e-06,5.374829015636351e-06
pen,round,pos,3.520738118822919e-07,5.374829015636351e-06
barrel,round,pos,9.444902815403111e-08,5.374829015636351e-06
doughnut,round,pos,3.538819726145448e-07,5.374829015636351e-06
world,round,pos,1.0061667126137763e-06,5.374829015636351e-06
cornmeal,round,neg,4.3205275801483367e-07,5.374829015636351e-06
condiment,round,pos,5.1582169646735565e-09,5.374829015636351e-06
pineapple,round,pos,6.207249043654883e-07,5.374829015636351e-06
bread,round,pos,5.698129825759679e-07,5.374829015636351e-06
vinaigrette,round,pos,1.8133949453158493e-08,5.374829015636351e-06
patty,round,pos,4.183190753792587e-07,5.374829015636351e-06
pepperoni,round,pos,3.405943402867706e-07,5.374829015636351e-06
cheeseburger,round,pos,1.4126929670510435e-07,5.374829015636351e-06
pancake,round,pos,1.2085469336398091e-07,5.374829015636351e-06
dough,round,pos,1.6455352636057796e-07,5.374829015636351e-06
casserole,round,neg,5.90965321123349e-08,5.374829015636351e-06
box,round,pos,1.985649191738048e-07,5.374829015636351e-06
almond,round,neg,3.633827191151795e-06,5.374829015636351e-06
bottle,round,neg,9.565392389276894e-08,5.374829015636351e-06
soursop,round,neg,9.036660344463598e-07,5.374829015636351e-06
bracelet,round,pos,6.55805820315436e-07,5.374829015636351e-06
pizza,round,pos,1.9053956634706992e-07,5.374829015636351e-06
basketball,round,pos,2.7741424446503515e-07,5.374829015636351e-06
planet,round,pos,3.3855110359581886e-07,5.374829015636351e-06
lolly,round,pos,1.3940558574176976e-07,5.374829015636351e-06
button,round,pos,1.3890120165171993e-08,5.374829015636351e-06
nut,round,pos,3.0599621823057532e-06,5.374829015636351e-06
chocolate,round,pos,2.1908967084982578e-07,5.374829015636351e-06
table,round,pos,1.7600828527974954e-07,5.374829015636351e-06
peanut,round,pos,1.515609596935974e-06,5.374829015636351e-06
marble,round,pos,5.803123599434912e-07,5.374829015636351e-06
coconut,round,pos,2.1176065274630673e-06,5.374829015636351e-06
pasta,round,pos,2.02784136149603e-07,5.374829015636351e-06
sapodilla,round,pos,1.2168800367362564e-06,5.374829015636351e-06
enchiladas,round,neg,3.6355658039610717e-07,5.374829015636351e-06
cabbage,round,pos,5.671369649462576e-07,5.374829015636351e-06
dessert,round,pos,5.843378758640938e-08,5.374829015636351e-06
cookie,round,pos,1.7931783702351822e-07,5.374829015636351e-06
breadcrumb,round,pos,1.5976809208950726e-06,5.374829015636351e-06
puree,round,pos,2.5619558030598455e-08,5.374829015636351e-06
chive,round,neg,5.298322776070563e-07,5.374829015636351e-06
samosa,round,neg,1.925700274796327e-07,5.374829015636351e-06
bean,round,pos,1.8201133116235724e-06,5.374829015636351e-06
globe,round,pos,4.233042091073003e-06,5.374829015636351e-06
gourd,round,pos,8.402878393098945e-07,5.374829015636351e-06
wheel,round,pos,1.6306299812640646e-06,5.374829015636351e-06
fondant,round,pos,3.925604232790647e-07,5.374829015636351e-06
chicken,round,neg,2.713076980853657e-07,5.374829015636351e-06
biscuit,round,pos,3.5492328720465594e-07,5.374829015636351e-06
shape,round,pos,3.3895405522343935e-06,5.374829015636351e-06
potato,round,pos,9.738357675814768e-07,5.374829015636351e-06
dresser,round,neg,1.4737429410160985e-07,5.374829015636351e-06
butter,round,pos,2.2699622093114158e-07,5.374829015636351e-06
curd,round,pos,1.548789327898703e-07,5.374829015636351e-06
ball,round,pos,2.560077803082095e-07,5.374829015636351e-06
lemon,round,pos,6.008821173963952e-07,5.374829015636351e-06
popcorn,round,neg,1.4247072499529168e-07,5.374829015636351e-06
sphere,round,pos,7.349264251388377e-06,5.374829015636351e-06
popsicle,round,pos,1.5769684580391186e-07,5.374829015636351e-06
drumstick,round,neg,8.35734169868374e-07,5.374829015636351e-06
bedroom,round,pos,4.6258069374971456e-08,5.374829015636351e-06
tortilla,round,pos,4.1198126154995407e-07,5.374829015636351e-06
tart,round,pos,1.1133606676594354e-06,5.374829015636351e-06
salad,round,pos,2.483516503559713e-08,5.374829015636351e-06
plunger,round,pos,4.1551751905899437e-07,5.374829015636351e-06
pumpkin,round,pos,4.244433000621939e-07,5.374829015636351e-06
ashtray,round,pos,1.9511774951297411e-07,5.374829015636351e-06
onion,round,pos,7.301712230400881e-07,5.374829015636351e-06
candle,round,pos,2.600539232844312e-07,5.374829015636351e-06
pastry,round,pos,2.706657653561706e-07,5.374829015636351e-06
seasoning,round,neg,2.217748296118316e-08,5.374829015636351e-06
quesadilla,round,pos,1.0883751144774578e-07,5.374829015636351e-06
baseball,round,pos,1.736258923301648e-07,5.374829015636351e-06
seedpod,round,pos,1.280132778447296e-06,5.374829015636351e-06
can,round,pos,7.815953040335444e-08,5.374829015636351e-06
mayonnaise,round,neg,3.1506308673101557e-09,5.374829015636351e-06
soup,round,neg,4.501796979639039e-08,5.374829015636351e-06
cheese,round,pos,3.840641795704869e-07,5.374829015636351e-06
apple,round,pos,1.78044899712404e-07,5.374829015636351e-06
tray,round,pos,6.568745902768569e-07,5.374829015636351e-06
candy,round,pos,1.7032712662512495e-07,5.374829015636351e-06
spoon,round,pos,8.810705480755132e-07,5.374829015636351e-06
cantaloupe,round,pos,5.996402023811243e-07,5.374829015636351e-06
fruit,round,pos,2.062352280063351e-07,5.374829015636351e-06
cherry,round,pos,1.7287661080445105e-07,5.374829015636351e-06
