concept,prop_s,label,prob,prob_control
peach,sweet,pos,4.103681931155734e-06,9.333565031965918e-08
soup,sweet,neg,1.6033729366426996e-07,9.333565031965918e-08
gift,sweet,pos,1.095175505838597e-07,9.333565031965918e-08
pip,sweet,neg,3.039319196318502e-08,9.333565031965918e-08
fry,sweet,neg,5.702868861590105e-07,9.333565031965918e-08
pod,sweet,neg,9.749506091338844e-09,9.333565031965918e-08
sorrel,sweet,neg,2.419754537186236e-06,9.333565031965918e-08
currant,sweet,pos,9.937854201780283e-07,9.333565031965918e-08
freestone,sweet,neg,1.5455418056475878e-09,9.333565031965918e-08
onion,sweet,pos,3.7436032584992063e-07,9.333565031965918e-08
scallop,sweet,neg,5.913117320233141e-07,9.333565031965918e-08
grapefruit,sweet,pos,3.7298837014532182e-06,9.333565031965918e-08
date,sweet,pos,9.822997526498511e-09,9.333565031965918e-08
cake,sweet,pos,2.0202905659516546e-07,9.333565031965918e-08
cucumber,sweet,neg,2.7699340421349916e-07,9.333565031965918e-08
soy,sweet,neg,5.181456344871549e-06,9.333565031965918e-08
flavoring,sweet,pos,3.9839176224631956e-07,9.333565031965918e-08
corn,sweet,pos,7.514843787248537e-07,9.333565031965918e-08
pumpkin,sweet,pos,1.621962724129844e-07,9.333565031965918e-08
saskatoon,sweet,pos,1.9812425762211205e-06,9.333565031965918e-08
olive,sweet,neg,1.6458494656035327e-06,9.333565031965918e-08
carrot,sweet,pos,2.286212179569702e-07,9.333565031965918e-08
jack,sweet,neg,2.0088110730398512e-08,9.333565031965918e-08
pear,sweet,pos,2.873666062441771e-06,9.333565031965918e-08
desert,sweet,pos,3.5483402882618975e-08,9.333565031965918e-08
yogurt,sweet,pos,6.00843804932083e-07,9.333565031965918e-08
mango,sweet,pos,3.029032313861535e-06,9.333565031965918e-08
peanut,sweet,pos,1.1142329867652734e-06,9.333565031965918e-08
wintergreen,sweet,neg,9.605190598449553e-07,9.333565031965918e-08
sardine,sweet,neg,4.942800160279148e-07,9.333565031965918e-08
almond,sweet,pos,5.098020210425602e-06,9.333565031965918e-08
avocado,sweet,neg,9.528546343062771e-07,9.333565031965918e-08
veg,sweet,neg,3.56260699163613e-07,9.333565031965918e-08
loquat,sweet,pos,1.4171758948577917e-06,9.333565031965918e-08
parsnip,sweet,pos,2.6613356567395385e-06,9.333565031965918e-08
blueberry,sweet,pos,2.0254290575394407e-05,9.333565031965918e-08
lemonade,sweet,pos,4.378518042358337e-06,9.333565031965918e-08
edda,sweet,neg,9.629732566907023e-09,9.333565031965918e-08
spinach,sweet,neg,5.808475975754845e-07,9.333565031965918e-08
soursop,sweet,pos,2.5273848223150708e-06,9.333565031965918e-08
pulse,sweet,neg,3.0645073145763035e-09,9.333565031965918e-08
grape,sweet,pos,7.425160788443463e-07,9.333565031965918e-08
chipotle,sweet,neg,2.2402191746095923e-07,9.333565031965918e-08
cottonseed,sweet,neg,3.4035240332741523e-06,9.333565031965918e-08
fruit,sweet,pos,6.173839324219443e-07,9.333565031965918e-08
chilli,sweet,pos,1.996198989218101e-06,9.333565031965918e-08
pepperoni,sweet,neg,9.048055176208436e-07,9.333565031965918e-08
tabasco,sweet,pos,4.017042556370143e-06,9.333565031965918e-08
beetroot,sweet,pos,1.3748746141573065e-06,9.333565031965918e-08
cheese,sweet,neg,2.547122619489528e-07,9.333565031965918e-08
achene,sweet,pos,3.5034335610362177e-07,9.333565031965918e-08
tamarind,sweet,pos,8.947652531787753e-06,9.333565031965918e-08
breadfruit,sweet,pos,6.409553407138446e-06,9.333565031965918e-08
cider,sweet,pos,5.880848448214238e-07,9.333565031965918e-08
allspice,sweet,pos,5.393982860368851e-07,9.333565031965918e-08
cabbage,sweet,neg,1.602297970748623e-06,9.333565031965918e-08
strawberry,sweet,pos,4.9591426432016306e-06,9.333565031965918e-08
iceberg,sweet,neg,7.1670301637905e-11,9.333565031965918e-08
