concept,prop_s,label,prob,prob_control
velocipede,flew,neg,9.490445046299825e-27,7.391848549050474e-25
shark,flew,neg,1.1201962558129391e-27,7.391848549050474e-25
marabou,flew,pos,2.7071476040309525e-27,7.391848549050474e-25
penguin,flew,neg,3.028805252948831e-27,7.391848549050474e-25
plane,flew,pos,2.993105637720686e-27,7.391848549050474e-25
ship,flew,neg,1.4667588174357686e-26,7.391848549050474e-25
lemur,flew,neg,2.443612980090725e-27,7.391848549050474e-25
owl,flew,pos,1.6632729667226657e-27,7.391848549050474e-25
giraffe,flew,neg,1.9603961940789954e-27,7.391848549050474e-25
damselfish,flew,neg,3.238020178365583e-27,7.391848549050474e-25
stallion,flew,neg,6.784124436586993e-27,7.391848549050474e-25
phaeton,flew,neg,5.2677411837577694e-27,7.391848549050474e-25
vulture,flew,pos,3.445504386097111e-26,7.391848549050474e-25
woodpecker,flew,pos,6.467983036215828e-27,7.391848549050474e-25
helicopter,flew,pos,1.901500100821667e-27,7.391848549050474e-25
chow,flew,neg,4.472244294320377e-27,7.391848549050474e-25
ostrich,flew,neg,1.589471427550244e-27,7.391848549050474e-25
mammal,flew,neg,2.681924623995686e-26,7.391848549050474e-25
watchdog,flew,neg,2.1601996776365103e-27,7.391848549050474e-25
quail,flew,pos,1.622876778732138e-27,7.391848549050474e-25
autogyro,flew,pos,7.57807210797712e-26,7.391848549050474e-25
clarence,flew,neg,1.3164367497140383e-26,7.391848549050474e-25
groundhog,flew,neg,1.732492930409684e-26,7.391848549050474e-25
crow,flew,pos,4.2107900599060766e-27,7.391848549050474e-25
lion,flew,neg,1.4555066295135845e-27,7.391848549050474e-25
tiger,flew,neg,1.6470747403324024e-27,7.391848549050474e-25
toy,flew,pos,2.9686680904353397e-27,7.391848549050474e-25
loon,flew,pos,1.6164963269007785e-26,7.391848549050474e-25
saloon,flew,neg,2.386608535224774e-26,7.391848549050474e-25
steamer,flew,neg,2.4960275487132126e-26,7.391848549050474e-25
sausage,flew,neg,6.401296941519442e-27,7.391848549050474e-25
forklift,flew,neg,2.086855643122378e-27,7.391848549050474e-25
wren,flew,pos,1.2192339291221473e-27,7.391848549050474e-25
craft,flew,pos,7.044536550308385e-28,7.391848549050474e-25
puffin,flew,pos,1.912232345436765e-27,7.391848549050474e-25
bomber,flew,pos,1.0267342845078281e-26,7.391848549050474e-25
butterfly,flew,pos,5.6889370551774024e-27,7.391848549050474e-25
pheasant,flew,pos,2.4876476349321893e-27,7.391848549050474e-25
minesweeper,flew,neg,1.0973151488121494e-27,7.391848549050474e-25
tractor,flew,neg,2.2274021141509864e-27,7.391848549050474e-25
budgie,flew,pos,1.6579914890361726e-27,7.391848549050474e-25
minnow,flew,neg,1.2777393474902566e-27,7.391848549050474e-25
kite,flew,pos,5.379771373064808e-27,7.391848549050474e-25
schooner,flew,neg,3.2308695856680623e-27,7.391848549050474e-25
yellowhammer,flew,pos,8.351093588480954e-23,7.391848549050474e-25
coupe,flew,neg,2.866502668377848e-26,7.391848549050474e-25
pigeon,flew,pos,2.779561029195957e-27,7.391848549050474e-25
gnu,flew,neg,1.6308848724780978e-25,7.391848549050474e-25
moorcock,flew,pos,1.4048555386446752e-27,7.391848549050474e-25
sunfish,flew,neg,4.4249619438136925e-27,7.391848549050474e-25
amberjack,flew,neg,5.1255220425724606e-27,7.391848549050474e-25
snowbird,flew,pos,1.8241197504783365e-28,7.391848549050474e-25
carrier,flew,neg,1.9642316065260448e-26,7.391848549050474e-25
turtle,flew,neg,6.22283719138461e-27,7.391848549050474e-25
jalopy,flew,neg,4.784205271154255e-27,7.391848549050474e-25
bobcat,flew,neg,7.272138617793694e-28,7.391848549050474e-25
sky,flew,pos,1.9786409136281645e-27,7.391848549050474e-25
tropicbird,flew,pos,1.8770056230471647e-26,7.391848549050474e-25
nightingale,flew,pos,3.903439759359062e-27,7.391848549050474e-25
bark,flew,neg,3.1369321600375804e-27,7.391848549050474e-25
ass,flew,neg,5.303252250444359e-27,7.391848549050474e-25
boat,flew,neg,4.490968955611687e-27,7.391848549050474e-25
bearcat,flew,neg,1.6587070105291113e-26,7.391848549050474e-25
gallinule,flew,pos,2.4878369538457225e-27,7.391848549050474e-25
stork,flew,pos,1.2446308784092901e-27,7.391848549050474e-25
whitethroat,flew,pos,2.0974056947647367e-27,7.391848549050474e-25
skimmer,flew,neg,1.7922251468930686e-27,7.391848549050474e-25
skylark,flew,pos,1.5188209986563316e-27,7.391848549050474e-25
paridae,flew,pos,6.891832145764047e-26,7.391848549050474e-25
basset,flew,neg,6.99441518647068e-27,7.391848549050474e-25
jet,flew,pos,7.56645720966851e-27,7.391848549050474e-25
hind,flew,neg,5.616714297076892e-26,7.391848549050474e-25
balloon,flew,pos,7.991376192560135e-28,7.391848549050474e-25
bream,flew,neg,3.97089699640518e-27,7.391848549050474e-25
mangabey,flew,neg,9.22918802711183e-27,7.391848549050474e-25
lorry,flew,neg,1.4915235417000674e-27,7.391848549050474e-25
babbler,flew,pos,1.6854024795626584e-27,7.391848549050474e-25
wherry,flew,neg,7.92643893854975e-27,7.391848549050474e-25
icteridae,flew,pos,1.4556783723904453e-25,7.391848549050474e-25
roebuck,flew,neg,9.763663631186421e-26,7.391848549050474e-25
deer,flew,neg,9.610096718175788e-28,7.391848549050474e-25
rudd,flew,neg,1.0495632565850234e-27,7.391848549050474e-25
heap,flew,neg,4.896324977685109e-26,7.391848549050474e-25
twinjet,flew,pos,7.720889828189144e-27,7.391848549050474e-25
rabbit,flew,neg,1.6644156209586706e-27,7.391848549050474e-25
trailer,flew,neg,2.5123378642262392e-27,7.391848549050474e-25
hog,flew,neg,5.1882414919553864e-27,7.391848549050474e-25
emu,flew,neg,7.659901019454245e-27,7.391848549050474e-25
arrow,flew,pos,8.596567803443244e-27,7.391848549050474e-25
wing,flew,pos,1.0677905657274953e-26,7.391848549050474e-25
shell,flew,neg,3.099318632667901e-26,7.391848549050474e-25
grosbeak,flew,pos,4.0891367690389124e-27,7.391848549050474e-25
flicker,flew,pos,2.7153570730118975e-27,7.391848549050474e-25
titi,flew,neg,4.947274113916632e-25,7.391848549050474e-25
interceptor,flew,neg,4.6296355264215795e-27,7.391848549050474e-25
phalacrocorax,flew,pos,6.460036803339682e-26,7.391848549050474e-25
capsule,flew,pos,6.472315608218722e-27,7.391848549050474e-25
ferry,flew,neg,1.7604785028757783e-27,7.391848549050474e-25
