concept,prop_s,label,prob,prob_control
butter,blue,neg,1.74699238186804e-07,5.409361847341643e-07
lemon,blue,neg,7.125478305169963e-07,5.409361847341643e-07
zebra,blue,neg,4.522540280049725e-07,5.409361847341643e-07
balloon,blue,pos,3.16471823680331e-06,5.409361847341643e-07
cider,blue,neg,3.258333691746884e-08,5.409361847341643e-07
grapefruit,blue,neg,1.7193458461406408e-06,5.409361847341643e-07
lawn,blue,neg,1.0500496046006447e-06,5.409361847341643e-07
onion,blue,neg,5.81401991439634e-07,5.409361847341643e-07
recorder,blue,pos,1.4305258844160562e-07,5.409361847341643e-07
salad,blue,neg,5.2951627083075437e-08,5.409361847341643e-07
fish,blue,pos,9.196680821332848e-07,5.409361847341643e-07
beet,blue,neg,1.875908196780074e-06,5.409361847341643e-07
crab,blue,neg,7.735488907201216e-07,5.409361847341643e-07
taxi,blue,pos,5.364431103771494e-07,5.409361847341643e-07
lagoon,blue,pos,7.129544883355265e-07,5.409361847341643e-07
locust,blue,neg,4.6826761490592617e-07,5.409361847341643e-07
tongue,blue,neg,8.823716598271858e-06,5.409361847341643e-07
cockroach,blue,neg,3.3341183325319435e-07,5.409361847341643e-07
piano,blue,pos,4.793482162313012e-07,5.409361847341643e-07
pot,blue,pos,2.995383283632691e-07,5.409361847341643e-07
panther,blue,neg,4.6305615342134843e-07,5.409361847341643e-07
aubergine,blue,neg,8.016182846404263e-07,5.409361847341643e-07
cheese,blue,pos,3.203447818123095e-07,5.409361847341643e-07
squirrel,blue,neg,1.5945467168876348e-07,5.409361847341643e-07
hair,blue,neg,1.7319836160822888e-06,5.409361847341643e-07
orchid,blue,pos,1.992524403249263e-06,5.409361847341643e-07
rooster,blue,neg,1.379443403948244e-07,5.409361847341643e-07
robin,blue,neg,2.1337627913453616e-06,5.409361847341643e-07
millipede,blue,neg,1.036362959894177e-06,5.409361847341643e-07
wand,blue,pos,1.994454351006425e-06,5.409361847341643e-07
feeling,blue,pos,6.096132665334153e-08,5.409361847341643e-07
daisy,blue,neg,6.571606263605645e-06,5.409361847341643e-07
egg,blue,neg,3.139210321023711e-06,5.409361847341643e-07
cucumber,blue,neg,1.9157525912305573e-06,5.409361847341643e-07
goldfish,blue,neg,1.0548632189966156e-06,5.409361847341643e-07
cabbage,blue,neg,1.6608212263236055e-06,5.409361847341643e-07
flamingo,blue,neg,7.116296956155566e-07,5.409361847341643e-07
bushbaby,blue,neg,8.585810178374231e-07,5.409361847341643e-07
flame,blue,pos,2.91135506813589e-06,5.409361847341643e-07
cloak,blue,pos,6.172994289954659e-06,5.409361847341643e-07
thought,blue,neg,1.2188013265301834e-08,5.409361847341643e-07
clarinet,blue,neg,2.304437884959043e-06,5.409361847341643e-07
eye,blue,pos,2.6467573661648203e-06,5.409361847341643e-07
ketchup,blue,neg,2.0003702161375259e-07,5.409361847341643e-07
suit,blue,pos,2.1202288535970837e-10,5.409361847341643e-07
bellflower,blue,pos,5.505852186615812e-06,5.409361847341643e-07
boot,blue,pos,1.261171433952768e-07,5.409361847341643e-07
ring,blue,pos,2.77925755653996e-06,5.409361847341643e-07
crow,blue,neg,1.3182020097701752e-07,5.409361847341643e-07
truffle,blue,neg,2.8810504772991408e-06,5.409361847341643e-07
currant,blue,pos,3.8013085941202007e-06,5.409361847341643e-07
apricot,blue,neg,2.864511770894751e-06,5.409361847341643e-07
jaguar,blue,neg,1.8720028549523704e-07,5.409361847341643e-07
blackboard,blue,neg,2.674451934581157e-06,5.409361847341643e-07
bus,blue,pos,3.1730539262753155e-07,5.409361847341643e-07
radish,blue,neg,1.195153117805603e-06,5.409361847341643e-07
budgie,blue,pos,1.3003617596041295e-06,5.409361847341643e-07
strawberry,blue,neg,4.733960849989671e-06,5.409361847341643e-07
lantern,blue,pos,2.7500602755026193e-06,5.409361847341643e-07
oven,blue,neg,8.980565979754829e-08,5.409361847341643e-07
dogbane,blue,pos,1.353294692307827e-06,5.409361847341643e-07
kingfisher,blue,pos,3.500900334074686e-07,5.409361847341643e-07
caterpillar,blue,neg,6.724147283421189e-07,5.409361847341643e-07
dolphin,blue,neg,4.998839244763076e-07,5.409361847341643e-07
heart,blue,neg,1.1389652172510978e-06,5.409361847341643e-07
corn,blue,neg,2.1549615780713793e-07,5.409361847341643e-07
mussel,blue,pos,1.220877493324224e-06,5.409361847341643e-07
tank,blue,neg,8.647167533126776e-07,5.409361847341643e-07
clothing,blue,pos,1.989808851021735e-07,5.409361847341643e-07
paint,blue,pos,8.551794962841086e-06,5.409361847341643e-07
sycamore,blue,neg,1.2419885706549394e-06,5.409361847341643e-07
crossbill,blue,neg,9.838582855081768e-07,5.409361847341643e-07
scorpion,blue,pos,2.992040606386581e-07,5.409361847341643e-07
emerald,blue,neg,2.2091149730840698e-05,5.409361847341643e-07
raven,blue,neg,1.7083475256640668e-07,5.409361847341643e-07
buttercup,blue,neg,2.2608560357184615e-06,5.409361847341643e-07
problem,blue,neg,1.8056395489907118e-08,5.409361847341643e-07
water,blue,pos,2.4790599582047435e-06,5.409361847341643e-07
car,blue,pos,2.175741428800393e-06,5.409361847341643e-07
flea,blue,neg,4.90090371840779e-07,5.409361847341643e-07
apple,blue,neg,2.578500186700694e-07,5.409361847341643e-07
cannon,blue,neg,1.2482616966735804e-06,5.409361847341643e-07
cricket,blue,neg,4.8627946114265796e-08,5.409361847341643e-07
gorilla,blue,neg,2.0362412556096388e-07,5.409361847341643e-07
bear,blue,neg,1.0841372244385639e-07,5.409361847341643e-07
elm,blue,neg,2.113504024237045e-06,5.409361847341643e-07
raisin,blue,neg,1.7815700630308129e-06,5.409361847341643e-07
flower,blue,pos,1.32568447952508e-05,5.409361847341643e-07
starling,blue,pos,2.4900739390432136e-06,5.409361847341643e-07
gown,blue,pos,2.9304446798050776e-06,5.409361847341643e-07
bird,blue,pos,6.584240281881648e-07,5.409361847341643e-07
rice,blue,neg,1.86559347525872e-07,5.409361847341643e-07
dress,blue,pos,2.6238108148390893e-06,5.409361847341643e-07
leopard,blue,neg,1.1054510906660653e-07,5.409361847341643e-07
pit,blue,neg,5.828821159070685e-08,5.409361847341643e-07
sandpaper,blue,pos,1.0256103450956289e-06,5.409361847341643e-07
lion,blue,neg,8.091813441524209e-08,5.409361847341643e-07
quail,blue,neg,6.804381200709031e-07,5.409361847341643e-07
peach,blue,neg,1.428450786988833e-06,5.409361847341643e-07
cherry,blue,neg,2.4190073872887297e-06,5.409361847341643e-07
tar,blue,neg,5.516077976608358e-07,5.409361847341643e-07
plumage,blue,pos,1.2242572893228498e-06,5.409361847341643e-07
insect,blue,pos,1.2931733408549917e-06,5.409361847341643e-07
cheetah,blue,neg,4.540770817129669e-07,5.409361847341643e-07
lettuce,blue,neg,7.406698614431662e-07,5.409361847341643e-07
willow,blue,neg,6.710434945489396e-07,5.409361847341643e-07
fox,blue,neg,1.1839382807465881e-07,5.409361847341643e-07
skunk,blue,neg,2.7603866215031303e-07,5.409361847341643e-07
dog,blue,neg,1.80231580770851e-07,5.409361847341643e-07
iceberg,blue,pos,7.915235755717731e-08,5.409361847341643e-07
peacock,blue,pos,3.009093916261918e-07,5.409361847341643e-07
blueberry,blue,pos,1.0403964552097023e-05,5.409361847341643e-07
violet,blue,pos,6.013713209540583e-05,5.409361847341643e-07
sapphire,blue,pos,1.9681501726154238e-05,5.409361847341643e-07
pyramid,blue,neg,4.1941214590224263e-07,5.409361847341643e-07
monkey,blue,neg,2.330596373667504e-07,5.409361847341643e-07
chameleon,blue,neg,1.535677029096405e-06,5.409361847341643e-07
lizard,blue,neg,9.226290558217443e-07,5.409361847341643e-07
beetle,blue,neg,1.7257424360650475e-06,5.409361847341643e-07
daffodil,blue,neg,2.7820062769023934e-06,5.409361847341643e-07
nectarine,blue,neg,3.599646106522414e-06,5.409361847341643e-07
avocado,blue,neg,4.2112358755730384e-07,5.409361847341643e-07
tire,blue,neg,3.37006952122465e-07,5.409361847341643e-07
giraffe,blue,neg,1.2850189534674428e-07,5.409361847341643e-07
buzzard,blue,neg,2.1934366145615058e-07,5.409361847341643e-07
bat,blue,neg,2.5407103976249346e-07,5.409361847341643e-07
bee,blue,neg,6.568600952050474e-07,5.409361847341643e-07
glass,blue,pos,6.630134521401487e-06,5.409361847341643e-07
hose,blue,pos,7.590257382616983e-07,5.409361847341643e-07
crypt,blue,neg,4.5919517788206576e-07,5.409361847341643e-07
wine,blue,neg,1.2557204343011108e-07,5.409361847341643e-07
crocodile,blue,neg,1.7481360714555194e-07,5.409361847341643e-07
parakeet,blue,pos,1.1617140671660309e-06,5.409361847341643e-07
barn,blue,neg,1.2502377444434387e-07,5.409361847341643e-07
beer,blue,neg,7.692886327959059e-08,5.409361847341643e-07
alligator,blue,neg,1.571631997876466e-07,5.409361847341643e-07
jam,blue,neg,1.801498683562386e-08,5.409361847341643e-07
night,blue,pos,9.676639933786646e-08,5.409361847341643e-07
calf,blue,neg,3.9342498325822817e-07,5.409361847341643e-07
sky,blue,pos,5.883745870960411e-06,5.409361847341643e-07
frogfish,blue,neg,7.036987881292589e-07,5.409361847341643e-07
tortoise,blue,neg,2.1409802286598278e-07,5.409361847341643e-07
tarantula,blue,neg,4.198733449811698e-07,5.409361847341643e-07
lime,blue,neg,9.680202310846653e-07,5.409361847341643e-07
spinach,blue,neg,1.7466641111241188e-07,5.409361847341643e-07
blossom,blue,pos,1.8630316844792105e-06,5.409361847341643e-07
fir,blue,neg,1.2697180409304565e-06,5.409361847341643e-07
lark,blue,neg,3.8931466406211257e-07,5.409361847341643e-07
jade,blue,neg,4.788020760315703e-06,5.409361847341643e-07
slug,blue,neg,8.058740945671161e-07,5.409361847341643e-07
broccoli,blue,neg,2.6384626039543946e-07,5.409361847341643e-07
moss,blue,pos,1.2535368796307012e-06,5.409361847341643e-07
beetroot,blue,neg,9.425749567526509e-07,5.409361847341643e-07
shark,blue,pos,2.81413576885825e-07,5.409361847341643e-07
football,blue,pos,1.571683760914766e-08,5.409361847341643e-07
parrotfish,blue,pos,8.995000371214701e-07,5.409361847341643e-07
frog,blue,pos,8.521581662535027e-07,5.409361847341643e-07
jeep,blue,pos,1.3226507462604786e-06,5.409361847341643e-07
geranium,blue,pos,2.027782329605543e-06,5.409361847341643e-07
dogwood,blue,neg,2.2354404336510925e-06,5.409361847341643e-07
coal,blue,neg,1.0352846402383875e-06,5.409361847341643e-07
wasp,blue,neg,6.384181006069412e-07,5.409361847341643e-07
spider,blue,neg,5.718104603147367e-07,5.409361847341643e-07
umbrella,blue,pos,1.3006889503230923e-06,5.409361847341643e-07
bra,blue,pos,2.161215206797351e-06,5.409361847341643e-07
marigold,blue,neg,5.093346317153191e-06,5.409361847341643e-07
parrot,blue,pos,5.487913767865393e-07,5.409361847341643e-07
turtle,blue,neg,4.870709631177306e-07,5.409361847341643e-07
snake,blue,neg,2.3425995721026993e-07,5.409361847341643e-07
feather,blue,pos,6.846540145488689e-06,5.409361847341643e-07
