concept,prop_s,label,prob,prob_control
freezer,-,pos,8.049871667026309e-07,9.255394252249971e-05
atmosphere,-,pos,0.00023009543656371534,0.00016258936375379562
vinyl,-,pos,2.7581174435908906e-05,1.668108416197356e-05
basement,-,pos,0.000408761203289032,0.00010622029367368668
toe,-,pos,1.9747812984860502e-06,2.610442061268259e-05
foam,-,pos,4.449648258741945e-06,1.92798106581904e-05
cream,-,pos,4.3935848225373775e-05,4.68791949970182e-05
tea,-,pos,0.00026383905787952244,8.24327435111627e-06
cake,-,pos,8.975970558822155e-05,1.7909509551827796e-05
soda,-,pos,1.033427361107897e-05,4.5309437268770125e-07
winter,-,pos,0.0005242404295131564,0.0002728956751525402
pie,-,pos,7.866400665079709e-06,6.499094070022693e-06
tortilla,-,pos,8.049871667026309e-07,9.255394252249971e-05
smoke,-,neg,7.572676986455917e-05,3.609349732869305e-05
pillow,-,pos,0.00026464698021300137,2.221155909865047e-06
glass,-,pos,0.01044382806867361,4.384389831102453e-05
flame,-,neg,1.1429565347498283e-05,4.669455665862188e-05
dogwood,-,pos,8.049871667026309e-07,9.255394252249971e-05
kettle,-,pos,2.1550989913521335e-05,3.0756398246012395e-06
milk,-,pos,5.2279658120824024e-05,5.7288463722215965e-05
sky,-,pos,0.00525102112442255,0.00036507673212327063
heating,-,neg,1.3678034065378597e-06,1.4029029671291937e-06
beer,-,pos,0.0010543115204200149,3.7428999348776415e-05
casserole,-,pos,8.049871667026309e-07,9.255394252249971e-05
steam,-,neg,4.918385820928961e-05,2.177509259126964e-06
dust,-,neg,5.986796895740554e-05,4.5480308472178876e-05
iceberg,-,pos,8.049871667026309e-07,9.255394252249971e-05
summertime,-,neg,8.049871667026309e-07,9.255394252249971e-05
tile,-,neg,0.0008350641583092511,7.099833055690397e-06
bathtub,-,pos,8.049871667026309e-07,9.255394252249971e-05
shoe,-,pos,3.949306483264081e-05,2.8206302431499353e-06
outfit,-,neg,3.5210625810577767e-06,7.209902719296224e-07
water,-,pos,0.09449183940887451,0.0007196826627478004
fireplace,-,pos,0.0002977114054374397,5.922228865529178e-06
surface,-,pos,0.0006914878031238914,0.001581733231432736
rain,-,pos,0.014419274404644966,6.102380211814307e-05
finger,-,pos,1.5270343283191323e-05,4.439145868673222e-06
problem,-,neg,1.4316828128357884e-05,0.0003519143501762301
lemonade,-,pos,8.049871667026309e-07,9.255394252249971e-05
fridge,-,pos,9.27026048884727e-05,5.87845124755404e-06
heat,-,neg,0.00011941236880375072,9.901183511829004e-05
lightning,-,neg,1.7344900697935373e-05,3.54707044607494e-05
toilet,-,pos,8.708595123607665e-05,3.380896305316128e-05
pavement,-,pos,0.001181471860036254,6.687347195111215e-05
hatred,-,neg,2.73204955192341e-06,4.402505055622896e-06
puddle,-,pos,5.668339326803107e-06,3.7013564906374086e-06
can,-,pos,1.707666160655208e-05,3.0920709832571447e-06
snow,-,pos,0.0037880472373217344,2.8924017897224985e-05
ice,-,pos,0.0009484235197305679,9.572684575687163e-06
soup,-,pos,0.00047773600090295076,2.2807995264884084e-05
juice,-,pos,2.1712474335799925e-05,1.3521462278731633e-05
snowdrift,-,pos,8.049871667026309e-07,9.255394252249971e-05
icicle,-,pos,8.049871667026309e-07,9.255394252249971e-05
toaster,-,pos,8.049871667026309e-07,9.255394252249971e-05
oven,-,pos,2.8667522201430984e-05,1.718067892397812e-06
pomade,-,neg,8.049871667026309e-07,9.255394252249971e-05
berry,-,pos,8.015773573788465e-07,1.5942663594614714e-05
growler,-,pos,8.049871667026309e-07,9.255394252249971e-05
snowbank,-,pos,8.049871667026309e-07,9.255394252249971e-05
skin,-,pos,0.0009177172905765474,0.00032211915822699666
coffee,-,pos,0.0013488413533195853,1.46673628478311e-05
people,-,pos,2.218483814431238e-06,3.74543851648923e-05
nose,-,pos,1.902749681903515e-05,8.238173904828727e-05
quesadilla,-,neg,8.049871667026309e-07,9.255394252249971e-05
mug,-,pos,6.144290091469884e-05,3.510756187097286e-06
drink,-,pos,8.01750211394392e-05,3.466082853265107e-05
sawdust,-,neg,8.049871667026309e-07,9.255394252249971e-05
river,-,pos,0.002395462244749069,0.004408303182572126
snowfall,-,pos,7.735478720860556e-05,4.8917531785264146e-06
eggshell,-,pos,8.049871667026309e-07,9.255394252249971e-05
foot,-,neg,3.5141001717420295e-05,0.0002060966071439907
jungle,-,neg,0.00011341902427375317,8.123171573970467e-05
bath,-,neg,0.00011379909847164527,5.890674401598517e-06
slime,-,pos,8.049871667026309e-07,9.255394252249971e-05
permafrost,-,pos,8.049871667026309e-07,9.255394252249971e-05
popsicle,-,pos,8.049871667026309e-07,9.255394252249971e-05
snowfield,-,pos,8.049871667026309e-07,9.255394252249971e-05
bottle,-,pos,0.0001965857663890347,4.7751495003467426e-05
vapor,-,pos,4.571322278934531e-06,2.5091248971875757e-06
mud,-,pos,0.0004631458141375333,6.5114959397760686e-06
forepaw,-,pos,8.049871667026309e-07,9.255394252249971e-05
hair,-,pos,4.318622450227849e-05,2.8488087991718203e-05
balloon,-,pos,6.281038622546475e-06,1.7405569451511838e-05
candle,-,pos,1.1765665476559661e-05,1.0936036005659844e-06
tummy,-,neg,8.049871667026309e-07,9.255394252249971e-05
lava,-,neg,7.381506293313578e-05,5.466651782626286e-05
idea,-,neg,2.2591617380385287e-05,4.846511728828773e-05
rock,-,pos,0.005280534736812115,0.0006177991162985563
shelf,-,pos,1.4763335457246285e-05,3.2182515496970154e-06
lip,-,neg,9.641774340707343e-06,0.0015500091249123216
cheesecloth,-,neg,8.049871667026309e-07,9.255394252249971e-05
sundae,-,pos,8.049871667026309e-07,9.255394252249971e-05
fire,-,neg,0.0021128442604094744,4.877866740571335e-05
curd,-,pos,8.049871667026309e-07,9.255394252249971e-05
