concept,prop_s,label,prob,prob_control
wren,-,neg,1.0857063898583874e-05,1.0410639333713334e-05
perch,-,pos,5.272968792269239e-06,8.261192618874702e-08
whiting,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
duck,-,pos,9.847375622484833e-05,8.906930452212691e-05
deer,-,pos,0.00022055109729990363,9.855754615273327e-05
canary,-,neg,1.9646960936370306e-05,3.742585249710828e-05
eagle,-,neg,0.0005677167209796607,0.00023432531452272087
capelin,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
cat,-,pos,0.004619884304702282,4.957701821695082e-05
mammal,-,pos,4.929297119815601e-06,3.738623854587786e-05
robin,-,neg,1.9306939975649584e-06,4.4970682210987434e-05
vervet,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
whale,-,pos,0.00022256025113165379,0.000190071776160039
otter,-,pos,0.0001163752531283535,5.901163240196183e-05
stockfish,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
duckling,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
goldeneye,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
bulldog,-,pos,2.386903133810847e-06,3.824301984423073e-06
chameleon,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
owl,-,neg,6.647838017670438e-05,4.348799484432675e-05
shark,-,pos,0.0020653794053941965,3.539833414833993e-05
sheldrake,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
primate,-,pos,2.8406795991031686e-06,9.685117220215034e-06
sparrow,-,neg,7.164278940763324e-05,1.0115330042026471e-05
blenny,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
buzzard,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
guppy,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
thornbill,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
beef,-,neg,1.1973568234679988e-06,3.4382612739136675e-06
partridge,-,neg,8.749946687203192e-07,5.508525646291673e-05
shrimp,-,pos,2.7846974262502044e-05,1.1649682164716069e-05
lark,-,neg,5.508760295924731e-06,5.0074544560629874e-05
herring,-,pos,1.5345331121352501e-06,2.4682025468791835e-05
loach,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
lapwing,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
puppy,-,pos,0.0001438034523744136,8.109577720460948e-06
cod,-,pos,5.5700661505397875e-06,3.935405038646422e-05
bottlenose,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
frog,-,pos,0.001311092171818018,2.155157744709868e-05
bluefish,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
scaup,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
coho,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
lion,-,neg,0.00026984576834365726,1.9297707694931887e-05
crow,-,neg,0.00019208466983400285,0.0008960687555372715
chamois,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
skylark,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
mouse,-,pos,0.000499941292218864,3.76538855562103e-06
bloodhound,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
catfish,-,pos,0.00010118584759766236,2.5826323053479427e-06
glutton,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
armadillo,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
cobia,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
llama,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
mankind,-,pos,2.1753569399152184e-06,2.960219353553839e-05
toucanet,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
dunnock,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
sardine,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
springbok,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
sweeper,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
sunfish,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
hack,-,neg,6.479726266661601e-07,4.686383363150526e-06
cichlid,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
rockfish,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
barbet,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
whiff,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
bullhead,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
dog,-,pos,0.0019158805953338742,8.540644921595231e-05
wolf,-,pos,0.004169204272329807,0.00022389243531506509
hippo,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
bluefin,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
livestock,-,neg,3.617977426983998e-06,3.5758996091317385e-05
fish,-,pos,0.03175969049334526,0.00020716206927318126
rooster,-,neg,7.334279871429317e-06,6.95633616487612e-06
bear,-,pos,0.0008607045165263116,0.00010766933701233938
drum,-,neg,5.94694574829191e-05,0.00042407025466673076
crab,-,pos,0.00016274208610411733,2.4089511498459615e-05
boa,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
basset,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
plaice,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
bonobo,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
sawfish,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
octopus,-,pos,6.371525523718446e-05,0.0001252054062206298
stickleback,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
seahorse,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
toy,-,pos,1.6012512787710875e-05,3.882114833686501e-05
stock,-,neg,3.436652332311496e-05,0.00013637672236654907
retriever,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
bunting,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
pug,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
meadowlark,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
silverfish,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
creeper,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
thresher,-,neg,1.1090110092482064e-06,4.1580710785638075e-06
gander,-,pos,1.1090110092482064e-06,4.1580710785638075e-06
bat,-,neg,0.0005212854593992233,4.9324004066875204e-05
