concept,prop_s,label,prob,prob_control
soup,-,pos,0.0004967706045135856,2.2807995264884084e-05
fire,-,pos,0.03883001580834389,4.877866740571335e-05
fume,-,pos,1.1041209972972865e-06,9.255394252249971e-05
chocolate,-,pos,0.0008659496670588851,1.0069757991004735e-05
firebox,-,pos,1.1041209972972865e-06,9.255394252249971e-05
igniter,-,pos,1.1041209972972865e-06,9.255394252249971e-05
oven,-,pos,0.0002977570693474263,1.718067892397812e-06
icicle,-,neg,1.1041209972972865e-06,9.255394252249971e-05
jungle,-,pos,0.00018652442668098956,8.123171573970467e-05
bottle,-,pos,8.086007437668741e-05,4.7751495003467426e-05
pudding,-,pos,1.529972792013723e-06,1.2423811313055921e-05
summertime,-,pos,1.1041209972972865e-06,9.255394252249971e-05
tile,-,pos,0.0004334852856118232,7.099833055690397e-06
hearth,-,pos,2.9342494599404745e-05,7.103124517016113e-06
toilet,-,neg,0.0002056858647847548,3.380896305316128e-05
pancake,-,pos,1.1041209972972865e-06,9.255394252249971e-05
sauna,-,pos,1.1041209972972865e-06,9.255394252249971e-05
griddle,-,pos,1.1041209972972865e-06,9.255394252249971e-05
fondue,-,pos,1.1041209972972865e-06,9.255394252249971e-05
tub,-,pos,0.000971994420979172,1.3414171462500235e-06
jug,-,pos,6.817572852924059e-07,1.3296429642650764e-05
winter,-,neg,3.130171899101697e-05,0.0002728956751525402
heat,-,pos,0.0011624234030023217,9.901183511829004e-05
tortilla,-,pos,1.1041209972972865e-06,9.255394252249971e-05
space,-,pos,0.0008251896360889077,0.00012338225496932864
shower,-,pos,0.005148649215698242,7.098052719811676e-06
quesadilla,-,pos,1.1041209972972865e-06,9.255394252249971e-05
flatbread,-,pos,1.1041209972972865e-06,9.255394252249971e-05
boiler,-,pos,2.1873973309993744e-05,1.644784424570389e-05
puree,-,pos,1.1041209972972865e-06,9.255394252249971e-05
syrup,-,pos,1.0491814464330673e-05,7.97351822257042e-06
popcorn,-,pos,1.4744851796422154e-05,2.585429683676921e-06
ice,-,neg,5.748313560616225e-05,9.572684575687163e-06
freezer,-,neg,1.1041209972972865e-06,9.255394252249971e-05
spiciness,-,pos,1.1041209972972865e-06,9.255394252249971e-05
pot,-,pos,0.00034823265741579235,2.9729339075856842e-05
kitchen,-,pos,0.002680698176845908,1.855352456914261e-05
nose,-,neg,1.3774418221146334e-05,8.238173904828727e-05
dessert,-,pos,8.483114470436703e-06,2.3772767235641368e-05
cupcake,-,pos,1.1041209972972865e-06,9.255394252249971e-05
vegetable,-,neg,2.3706897991360165e-06,1.964708098967094e-05
pastry,-,pos,3.1179490633803653e-06,2.3226509711093968e-06
juice,-,neg,5.470671385410242e-05,1.3521462278731633e-05
water,-,pos,0.21480906009674072,0.0007196826627478004
vapor,-,pos,4.165875452599721e-06,2.5091248971875757e-06
coffee,-,pos,0.009831261821091175,1.46673628478311e-05
bathtub,-,pos,1.1041209972972865e-06,9.255394252249971e-05
ingredient,-,pos,4.845130163744216e-08,1.7236559415323427e-06
snack,-,pos,1.907942760226433e-06,9.842544386629015e-06
bath,-,pos,0.0008908229065127671,5.890674401598517e-06
pomade,-,neg,1.1041209972972865e-06,9.255394252249971e-05
bathroom,-,pos,0.0019648708403110504,2.8403475880622864e-05
problem,-,neg,2.6046285711345263e-05,0.0003519143501762301
enchiladas,-,pos,1.1041209972972865e-06,9.255394252249971e-05
toaster,-,pos,1.1041209972972865e-06,9.255394252249971e-05
butter,-,pos,3.463297980488278e-05,6.12681560596684e-06
fireplace,-,pos,0.0006021240260452032,5.922228865529178e-06
chutney,-,pos,1.1041209972972865e-06,9.255394252249971e-05
flowerpot,-,neg,1.1041209972972865e-06,9.255394252249971e-05
soot,-,pos,1.1041209972972865e-06,9.255394252249971e-05
vinaigrette,-,neg,1.1041209972972865e-06,9.255394252249971e-05
drink,-,pos,0.00014596653636544943,3.466082853265107e-05
tray,-,pos,3.4221528039779514e-05,1.452929154766025e-06
condiment,-,neg,1.1041209972972865e-06,9.255394252249971e-05
pie,-,pos,3.0890550988260657e-05,6.499094070022693e-06
vinyl,-,neg,2.548943302826956e-05,1.668108416197356e-05
geyser,-,pos,1.1041209972972865e-06,9.255394252249971e-05
sandwich,-,pos,2.156544906029012e-05,1.3480840607371647e-05
tea,-,pos,0.0013605310814455152,8.24327435111627e-06
fruitcake,-,neg,1.1041209972972865e-06,9.255394252249971e-05
countertop,-,neg,1.1041209972972865e-06,9.255394252249971e-05
laundry,-,neg,2.4363243937841617e-06,3.6832150271948194e-06
tandoor,-,pos,1.1041209972972865e-06,9.255394252249971e-05
toe,-,neg,4.1237453274334257e-07,2.610442061268259e-05
kerosene,-,pos,1.1041209972972865e-06,9.255394252249971e-05
fridge,-,neg,8.251534745795652e-05,5.87845124755404e-06
outfit,-,pos,1.536043782834895e-05,7.209902719296224e-07
charcoal,-,pos,3.642946103354916e-05,4.999941666028462e-06
seasoning,-,pos,1.1041209972972865e-06,9.255394252249971e-05
kettle,-,pos,0.00010674038639990613,3.0756398246012395e-06
mug,-,pos,0.00011847318819491193,3.510756187097286e-06
heater,-,pos,1.1041209972972865e-06,9.255394252249971e-05
cooker,-,pos,1.1041209972972865e-06,9.255394252249971e-05
lava,-,pos,0.0006220215582288802,5.466651782626286e-05
garlic,-,neg,1.986673851206433e-05,3.0983287615526933e-06
pasta,-,pos,0.00012704609252978116,4.901055035588797e-06
grill,-,pos,4.002237619715743e-05,4.4522997200147074e-07
utensil,-,neg,1.1041209972972865e-06,9.255394252249971e-05
meat,-,pos,0.00012480154691729695,0.00019064664957113564
firewood,-,pos,1.1041209972972865e-06,9.255394252249971e-05
cake,-,pos,0.00012582723866216838,1.7909509551827796e-05
noodle,-,pos,1.1041209972972865e-06,9.255394252249971e-05
percolator,-,pos,1.1041209972972865e-06,9.255394252249971e-05
wok,-,pos,1.1041209972972865e-06,9.255394252249971e-05
flame,-,pos,0.00035281904274597764,4.669455665862188e-05
puzzle,-,neg,2.4651651528984075e-06,2.0500716345850378e-05
cookware,-,pos,1.1041209972972865e-06,9.255394252249971e-05
barbecue,-,pos,4.745768092107028e-05,7.03623186382174e-07
sundae,-,neg,1.1041209972972865e-06,9.255394252249971e-05
yogurt,-,neg,1.1041209972972865e-06,9.255394252249971e-05
roast,-,pos,1.5459740097867325e-05,2.387433596595656e-06
atole,-,pos,1.1041209972972865e-06,9.255394252249971e-05
