concept,prop_s,label,prob,prob_control
world,-,pos,7.143517723307014e-05,0.0001443655346520245
night,-,neg,1.986523056984879e-05,3.3617743611102924e-05
avocado,-,pos,6.1519945546822476e-27,7.340583683567588e-26
salad,-,pos,6.1519945546822476e-27,7.340583683567588e-26
plantain,-,pos,6.1519945546822476e-27,7.340583683567588e-26
chive,-,pos,6.1519945546822476e-27,7.340583683567588e-26
diamond,-,neg,6.1519945546822476e-27,7.340583683567588e-26
grapefruit,-,pos,6.1519945546822476e-27,7.340583683567588e-26
melon,-,pos,0.0001563111727591604,1.4788090993533842e-05
asparagus,-,pos,6.1519945546822476e-27,7.340583683567588e-26
wine,-,neg,7.702795301156584e-06,3.3626961339905392e-06
dress,-,pos,9.002659453472006e-07,2.209857484558597e-06
pear,-,pos,6.1519945546822476e-27,7.340583683567588e-26
radish,-,pos,6.1519945546822476e-27,7.340583683567588e-26
aubergine,-,neg,6.1519945546822476e-27,7.340583683567588e-26
giraffe,-,neg,6.1519945546822476e-27,7.340583683567588e-26
grape,-,pos,6.1519945546822476e-27,7.340583683567588e-26
sycamore,-,pos,6.1519945546822476e-27,7.340583683567588e-26
mushroom,-,neg,6.1519945546822476e-27,7.340583683567588e-26
tank,-,pos,2.428067546134116e-06,6.883609785290901e-06
lion,-,neg,6.1519945546822476e-27,7.340583683567588e-26
tongue,-,neg,6.1519945546822476e-27,7.340583683567588e-26
brick,-,neg,6.1519945546822476e-27,7.340583683567588e-26
piano,-,neg,6.1519945546822476e-27,7.340583683567588e-26
cherry,-,neg,6.1519945546822476e-27,7.340583683567588e-26
budgie,-,pos,6.1519945546822476e-27,7.340583683567588e-26
lime,-,pos,8.355024874617811e-06,1.11604595076642e-06
garlic,-,neg,6.1519945546822476e-27,7.340583683567588e-26
eucalyptus,-,pos,6.1519945546822476e-27,7.340583683567588e-26
glass,-,pos,2.9473254471668042e-05,1.0502819350222126e-05
buttercup,-,neg,6.1519945546822476e-27,7.340583683567588e-26
stocking,-,pos,6.1519945546822476e-27,7.340583683567588e-26
guava,-,pos,6.1519945546822476e-27,7.340583683567588e-26
seaweed,-,pos,6.1519945546822476e-27,7.340583683567588e-26
lavandula,-,neg,6.1519945546822476e-27,7.340583683567588e-26
argument,-,neg,8.366848902596757e-08,4.485422778088832e-06
flame,-,neg,2.23578285840631e-06,9.327509928880318e-07
iguana,-,pos,6.1519945546822476e-27,7.340583683567588e-26
sand,-,neg,3.032009317394113e-06,6.260999612095475e-07
cricket,-,pos,6.1519945546822476e-27,7.340583683567588e-26
rhubarb,-,pos,6.1519945546822476e-27,7.340583683567588e-26
leafs,-,pos,6.1519945546822476e-27,7.340583683567588e-26
leopard,-,neg,6.1519945546822476e-27,7.340583683567588e-26
crypt,-,neg,1.1598418581115766e-07,2.165221530958661e-07
ring,-,pos,5.577700358116999e-05,1.7815196770243347e-05
fruit,-,pos,5.1301525672897696e-05,1.2370343029033393e-05
galangal,-,neg,6.1519945546822476e-27,7.340583683567588e-26
nectarine,-,pos,6.1519945546822476e-27,7.340583683567588e-26
chicken,-,neg,6.1519945546822476e-27,7.340583683567588e-26
dogwood,-,pos,6.1519945546822476e-27,7.340583683567588e-26
nightmare,-,neg,6.1519945546822476e-27,7.340583683567588e-26
kingfisher,-,pos,6.1519945546822476e-27,7.340583683567588e-26
