concept,prop_s,label,prob,prob_control
man,-,neg,0.00016734178643673658,0.00011798182094935328
actor,-,neg,1.054883114193217e-06,7.869240107538644e-06
prince,-,neg,2.815153225681454e-28,1.9378004521180655e-26
king,-,neg,1.355800122837536e-05,2.0528617824311368e-05
human,-,neg,2.1735065729444614e-06,2.702369556573103e-06
cockerel,-,neg,2.815153225681454e-28,1.9378004521180655e-26
robert,-,neg,2.815153225681454e-28,1.9378004521180655e-26
bull,-,neg,5.7676206779433414e-06,8.655928240841604e-07
peacock,-,neg,2.815153225681454e-28,1.9378004521180655e-26
uncle,-,neg,1.1632560159569039e-07,9.39405282451844e-08
brother,-,neg,2.2990181491877593e-07,3.8263763713075605e-07
bitch,-,pos,2.815153225681454e-28,1.9378004521180655e-26
actress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
queen,-,pos,2.815153225681454e-28,1.9378004521180655e-26
woman,-,pos,0.00022463218192569911,2.0929426227667136e-06
princess,-,pos,2.815153225681454e-28,1.9378004521180655e-26
girl,-,pos,7.47693920857273e-05,1.878629632301454e-06
sylph,-,pos,2.815153225681454e-28,1.9378004521180655e-26
cyprian,-,pos,2.815153225681454e-28,1.9378004521180655e-26
amazon,-,pos,2.7249686951336116e-08,9.80516006165999e-07
vamp,-,pos,2.815153225681454e-28,1.9378004521180655e-26
housewife,-,pos,2.815153225681454e-28,1.9378004521180655e-26
siren,-,pos,2.815153225681454e-28,1.9378004521180655e-26
coquette,-,pos,2.815153225681454e-28,1.9378004521180655e-26
nymph,-,pos,2.815153225681454e-28,1.9378004521180655e-26
dame,-,pos,2.815153225681454e-28,1.9378004521180655e-26
dowager,-,pos,2.815153225681454e-28,1.9378004521180655e-26
widow,-,pos,2.815153225681454e-28,1.9378004521180655e-26
mistress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
missus,-,pos,2.815153225681454e-28,1.9378004521180655e-26
chit,-,pos,2.815153225681454e-28,1.9378004521180655e-26
lass,-,pos,1.3720167544306605e-06,4.4421130951377563e-07
concubine,-,pos,2.815153225681454e-28,1.9378004521180655e-26
courtesan,-,pos,2.815153225681454e-28,1.9378004521180655e-26
flapper,-,pos,2.815153225681454e-28,1.9378004521180655e-26
maiden,-,pos,2.815153225681454e-28,1.9378004521180655e-26
damsel,-,pos,2.815153225681454e-28,1.9378004521180655e-26
granny,-,pos,2.815153225681454e-28,1.9378004521180655e-26
witch,-,pos,9.547691661282443e-06,8.51708773552673e-06
temptress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
marchioness,-,pos,2.815153225681454e-28,1.9378004521180655e-26
gentlewoman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
peri,-,pos,2.815153225681454e-28,1.9378004521180655e-26
begum,-,pos,2.815153225681454e-28,1.9378004521180655e-26
wife,-,pos,7.925646968942601e-06,4.416079264046857e-06
baby,-,neg,8.805715879134368e-06,6.627799393754685e-07
lassie,-,pos,2.815153225681454e-28,1.9378004521180655e-26
maid,-,pos,7.763702888041735e-05,1.3638533573612222e-06
wench,-,pos,2.815153225681454e-28,1.9378004521180655e-26
minx,-,pos,2.815153225681454e-28,1.9378004521180655e-26
tomboy,-,pos,2.815153225681454e-28,1.9378004521180655e-26
lady,-,pos,2.815153225681454e-28,1.9378004521180655e-26
scouter,-,neg,2.815153225681454e-28,1.9378004521180655e-26
skirt,-,pos,2.815153225681454e-28,1.9378004521180655e-26
rover,-,neg,2.815153225681454e-28,1.9378004521180655e-26
bachelorette,-,pos,2.815153225681454e-28,1.9378004521180655e-26
mother,-,pos,9.197073813993484e-05,6.073922122595832e-06
gal,-,pos,2.1857968022231944e-05,2.2509311747853644e-06
doll,-,pos,2.815153225681454e-28,1.9378004521180655e-26
ballerina,-,pos,2.815153225681454e-28,1.9378004521180655e-26
countess,-,pos,2.815153225681454e-28,1.9378004521180655e-26
murderess,-,pos,2.815153225681454e-28,1.9378004521180655e-26
girlfriend,-,pos,6.744211304976488e-07,9.818517554549544e-08
daughter,-,pos,3.1611685699317604e-05,2.772855793864437e-07
duchess,-,pos,2.815153225681454e-28,1.9378004521180655e-26
niece,-,pos,2.815153225681454e-28,1.9378004521180655e-26
aunt,-,pos,2.2653371161140967e-06,1.196892753796419e-07
heiress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
socialite,-,neg,2.815153225681454e-28,1.9378004521180655e-26
molly,-,pos,2.815153225681454e-28,1.9378004521180655e-26
millionairess,-,pos,2.815153225681454e-28,1.9378004521180655e-26
diva,-,pos,2.815153225681454e-28,1.9378004521180655e-26
mademoiselle,-,pos,2.815153225681454e-28,1.9378004521180655e-26
nun,-,pos,2.815153225681454e-28,1.9378004521180655e-26
cinderella,-,pos,2.815153225681454e-28,1.9378004521180655e-26
lover,-,neg,2.815153225681454e-28,1.9378004521180655e-26
adventuress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
governess,-,pos,2.815153225681454e-28,1.9378004521180655e-26
stepmother,-,pos,2.815153225681454e-28,1.9378004521180655e-26
stepsister,-,pos,2.815153225681454e-28,1.9378004521180655e-26
bride,-,pos,2.815153225681454e-28,1.9378004521180655e-26
grandmother,-,pos,2.815153225681454e-28,1.9378004521180655e-26
hostess,-,pos,2.815153225681454e-28,1.9378004521180655e-26
ogress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
dancer,-,neg,2.815153225681454e-28,1.9378004521180655e-26
landlady,-,pos,2.815153225681454e-28,1.9378004521180655e-26
granddaughter,-,pos,2.815153225681454e-28,1.9378004521180655e-26
boyfriend,-,neg,2.815153225681454e-28,1.9378004521180655e-26
waitress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
stepdaughter,-,pos,2.815153225681454e-28,1.9378004521180655e-26
suitor,-,neg,2.815153225681454e-28,1.9378004521180655e-26
fiance,-,neg,2.815153225681454e-28,1.9378004521180655e-26
heroine,-,pos,2.815153225681454e-28,1.9378004521180655e-26
husband,-,neg,1.405275753540991e-07,1.716354347536253e-07
barmaid,-,pos,2.815153225681454e-28,1.9378004521180655e-26
housemaid,-,pos,2.815153225681454e-28,1.9378004521180655e-26
seductress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
noblewoman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
showgirl,-,pos,2.815153225681454e-28,1.9378004521180655e-26
godmother,-,pos,2.815153225681454e-28,1.9378004521180655e-26
batman,-,neg,2.815153225681454e-28,1.9378004521180655e-26
batwoman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
boar,-,neg,2.815153225681454e-28,1.9378004521180655e-26
sow,-,pos,2.815153225681454e-28,1.9378004521180655e-26
boy,-,neg,2.5570436719135614e-06,3.547999767761212e-06
sister,-,pos,2.815153225681454e-28,1.9378004521180655e-26
buck,-,neg,7.39098231861135e-06,3.358397179908934e-06
doe,-,pos,2.815153225681454e-28,1.9378004521180655e-26
cow,-,pos,3.0947783216106473e-06,3.508524287099135e-06
businessman,-,neg,2.815153225681454e-28,1.9378004521180655e-26
businesswoman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
chairman,-,neg,2.815153225681454e-28,1.9378004521180655e-26
chairwoman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
dad,-,neg,2.963935799016326e-07,9.39115523124201e-07
mom,-,pos,8.565615644329228e-06,1.0520002433622722e-06
mum,-,pos,2.815153225681454e-28,1.9378004521180655e-26
daddy,-,neg,2.815153225681454e-28,1.9378004521180655e-26
mommy,-,pos,2.815153225681454e-28,1.9378004521180655e-26
duke,-,neg,2.815153225681454e-28,1.9378004521180655e-26
emperor,-,neg,2.815153225681454e-28,1.9378004521180655e-26
empress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
father,-,neg,4.662732408178272e-06,1.8473465388524346e-06
fisherman,-,neg,2.815153225681454e-28,1.9378004521180655e-26
fisherwoman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
fox,-,neg,8.383360182051547e-06,6.382658466463909e-05
vixen,-,pos,2.815153225681454e-28,1.9378004521180655e-26
gentleman,-,neg,2.815153225681454e-28,1.9378004521180655e-26
madam,-,pos,2.815153225681454e-28,1.9378004521180655e-26
god,-,neg,3.894388100889046e-06,1.980266006285092e-06
goddess,-,pos,2.815153225681454e-28,1.9378004521180655e-26
grandfather,-,neg,2.815153225681454e-28,1.9378004521180655e-26
grandpa,-,neg,2.815153225681454e-28,1.9378004521180655e-26
grandma,-,pos,2.815153225681454e-28,1.9378004521180655e-26
grandson,-,neg,2.815153225681454e-28,1.9378004521180655e-26
groom,-,neg,2.815153225681454e-28,1.9378004521180655e-26
headmaster,-,neg,2.815153225681454e-28,1.9378004521180655e-26
headmistress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
heir,-,neg,2.815153225681454e-28,1.9378004521180655e-26
hero,-,neg,8.295842235384043e-06,6.306105206022039e-06
hound,-,neg,3.002847734023817e-06,4.418185653776163e-06
lion,-,neg,2.815153225681454e-28,1.9378004521180655e-26
lioness,-,pos,2.815153225681454e-28,1.9378004521180655e-26
manager,-,neg,2.8636094384637545e-07,1.9243541373725748e-06
manageress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
mister,-,neg,2.815153225681454e-28,1.9378004521180655e-26
miss,-,pos,6.059605311747873e-06,6.45833154067077e-07
missis,-,pos,2.815153225681454e-28,1.9378004521180655e-26
mis'ess,-,pos,2.815153225681454e-28,1.9378004521180655e-26
mrs,-,pos,2.815153225681454e-28,1.9378004521180655e-26
ms,-,pos,2.254682476632297e-05,0.00038390877307392657
murderer,-,neg,2.815153225681454e-28,1.9378004521180655e-26
nephew,-,neg,2.815153225681454e-28,1.9378004521180655e-26
poet,-,neg,2.815153225681454e-28,1.9378004521180655e-26
poetess,-,pos,2.815153225681454e-28,1.9378004521180655e-26
policeman,-,neg,2.815153225681454e-28,1.9378004521180655e-26
policewoman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
ram,-,neg,2.0502509869402274e-05,0.0002803234674502164
ewe,-,pos,2.815153225681454e-28,1.9378004521180655e-26
rooster,-,neg,2.815153225681454e-28,1.9378004521180655e-26
hen,-,pos,0.00018945605552289635,4.713695034297416e-06
sculptor,-,neg,2.815153225681454e-28,1.9378004521180655e-26
sculptress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
sir,-,neg,2.815153225681454e-28,1.9378004521180655e-26
son,-,neg,7.898427429609001e-05,5.711564881494269e-05
stallion,-,neg,2.815153225681454e-28,1.9378004521180655e-26
mare,-,pos,1.5057515156513546e-05,3.0038074328331277e-05
stepfather,-,neg,2.815153225681454e-28,1.9378004521180655e-26
superman,-,neg,2.815153225681454e-28,1.9378004521180655e-26
superwoman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
tiger,-,neg,2.815153225681454e-28,1.9378004521180655e-26
tigress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
valet,-,neg,2.815153225681454e-28,1.9378004521180655e-26
maidservant,-,pos,2.815153225681454e-28,1.9378004521180655e-26
chambermaid,-,pos,2.815153225681454e-28,1.9378004521180655e-26
handmaid,-,pos,2.815153225681454e-28,1.9378004521180655e-26
handmaiden,-,pos,2.815153225681454e-28,1.9378004521180655e-26
parlormaid,-,pos,2.815153225681454e-28,1.9378004521180655e-26
parlourmaid,-,pos,2.815153225681454e-28,1.9378004521180655e-26
waiter,-,neg,2.815153225681454e-28,1.9378004521180655e-26
webmaster,-,neg,2.815153225681454e-28,1.9378004521180655e-26
webmistress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
matriarch,-,pos,2.815153225681454e-28,1.9378004521180655e-26
soprano,-,pos,2.815153225681454e-28,1.9378004521180655e-26
cleaning_woman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
crown_princess,-,pos,2.815153225681454e-28,1.9378004521180655e-26
goddaughter,-,pos,2.815153225681454e-28,1.9378004521180655e-26
kinswoman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
prima_ballerina,-,pos,2.815153225681454e-28,1.9378004521180655e-26
comedienne,-,pos,2.815153225681454e-28,1.9378004521180655e-26
foster_sister,-,pos,2.815153225681454e-28,1.9378004521180655e-26
lesbian,-,pos,2.815153225681454e-28,1.9378004521180655e-26
queen_regnant,-,pos,2.815153225681454e-28,1.9378004521180655e-26
female_offspring,-,pos,2.815153225681454e-28,1.9378004521180655e-26
traitress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
little_girl,-,pos,2.815153225681454e-28,1.9378004521180655e-26
masseuse,-,pos,2.815153225681454e-28,1.9378004521180655e-26
inheritress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
Parisienne,-,pos,2.815153225681454e-28,1.9378004521180655e-26
foster-sister,-,pos,2.815153225681454e-28,1.9378004521180655e-26
spokeswoman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
materfamilias,-,pos,2.815153225681454e-28,1.9378004521180655e-26
prima_donna,-,pos,2.815153225681454e-28,1.9378004521180655e-26
call_girl,-,pos,2.815153225681454e-28,1.9378004521180655e-26
poster_girl,-,pos,2.815153225681454e-28,1.9378004521180655e-26
danseuse,-,pos,2.815153225681454e-28,1.9378004521180655e-26
shop_girl,-,pos,2.815153225681454e-28,1.9378004521180655e-26
gay_woman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
bondwoman,-,pos,2.815153225681454e-28,1.9378004521180655e-26
enchantress,-,pos,2.815153225681454e-28,1.9378004521180655e-26
cleaning_lady,-,pos,2.815153225681454e-28,1.9378004521180655e-26
homegirl,-,pos,2.815153225681454e-28,1.9378004521180655e-26
bondmaid,-,pos,2.815153225681454e-28,1.9378004521180655e-26
female_child,-,pos,2.815153225681454e-28,1.9378004521180655e-26
college_girl,-,pos,2.815153225681454e-28,1.9378004521180655e-26
leading_lady,-,pos,2.815153225681454e-28,1.9378004521180655e-26
foster_brother,-,neg,2.815153225681454e-28,1.9378004521180655e-26
kinsman,-,neg,2.815153225681454e-28,1.9378004521180655e-26
czar,-,neg,2.815153225681454e-28,1.9378004521180655e-26
male_child,-,neg,2.815153225681454e-28,1.9378004521180655e-26
masseur,-,neg,2.815153225681454e-28,1.9378004521180655e-26
male_parent,-,neg,2.815153225681454e-28,1.9378004521180655e-26
male_offspring,-,neg,2.815153225681454e-28,1.9378004521180655e-26
barytone,-,neg,2.815153225681454e-28,1.9378004521180655e-26
comrade,-,neg,2.815153225681454e-28,1.9378004521180655e-26
paterfamilias,-,neg,2.815153225681454e-28,1.9378004521180655e-26
poster_boy,-,neg,2.815153225681454e-28,1.9378004521180655e-26
friar,-,neg,2.815153225681454e-28,1.9378004521180655e-26
countertenor,-,neg,2.815153225681454e-28,1.9378004521180655e-26
monk,-,neg,2.815153225681454e-28,1.9378004521180655e-26
tzar,-,neg,2.815153225681454e-28,1.9378004521180655e-26
baritone,-,neg,2.815153225681454e-28,1.9378004521180655e-26
wolf_boy,-,neg,2.815153225681454e-28,1.9378004521180655e-26
Romeo,-,neg,2.815153225681454e-28,1.9378004521180655e-26
tenor,-,neg,2.815153225681454e-28,1.9378004521180655e-26
Prince_of_Wales,-,neg,2.815153225681454e-28,1.9378004521180655e-26
homeboy,-,neg,2.815153225681454e-28,1.9378004521180655e-26
bondman,-,neg,2.815153225681454e-28,1.9378004521180655e-26
blood_brother,-,neg,2.815153225681454e-28,1.9378004521180655e-26
bondsman,-,neg,2.815153225681454e-28,1.9378004521180655e-26
