concept,prop_s,label,prob,prob_control
velocipede,flew,neg,1.4458567676456369e-08,1.0638781589022983e-07
shark,flew,neg,1.2536464311097006e-08,1.0638781589022983e-07
marabou,flew,pos,3.038695695067872e-08,1.0638781589022983e-07
penguin,flew,neg,1.5643912831819762e-08,1.0638781589022983e-07
plane,flew,pos,2.513871055764838e-10,1.0638781589022983e-07
ship,flew,neg,7.422608749863002e-09,1.0638781589022983e-07
lemur,flew,neg,4.559561972428128e-08,1.0638781589022983e-07
owl,flew,pos,1.869308974278283e-08,1.0638781589022983e-07
giraffe,flew,neg,1.0646414416726202e-08,1.0638781589022983e-07
damselfish,flew,neg,4.286451371626754e-08,1.0638781589022983e-07
stallion,flew,neg,5.011338544136379e-08,1.0638781589022983e-07
phaeton,flew,neg,4.2159840063504816e-08,1.0638781589022983e-07
vulture,flew,pos,2.1913836079079374e-08,1.0638781589022983e-07
woodpecker,flew,pos,9.017993463089624e-09,1.0638781589022983e-07
helicopter,flew,pos,1.523715265072667e-09,1.0638781589022983e-07
chow,flew,neg,1.4086306343585875e-08,1.0638781589022983e-07
ostrich,flew,neg,1.3136921772627375e-08,1.0638781589022983e-07
mammal,flew,neg,2.85124830412542e-08,1.0638781589022983e-07
watchdog,flew,neg,2.9954134728171766e-09,1.0638781589022983e-07
quail,flew,pos,1.1375187902729067e-08,1.0638781589022983e-07
autogyro,flew,pos,1.622505685361375e-08,1.0638781589022983e-07
clarence,flew,neg,1.6188520746140966e-08,1.0638781589022983e-07
groundhog,flew,neg,2.1057304788740794e-09,1.0638781589022983e-07
crow,flew,pos,2.0361070607322063e-09,1.0638781589022983e-07
lion,flew,neg,8.820321362179584e-09,1.0638781589022983e-07
tiger,flew,neg,1.766924739854403e-08,1.0638781589022983e-07
toy,flew,pos,2.0049331084237565e-08,1.0638781589022983e-07
loon,flew,pos,2.570540758028983e-08,1.0638781589022983e-07
saloon,flew,neg,4.1505932024676895e-09,1.0638781589022983e-07
steamer,flew,neg,1.6728373353203096e-08,1.0638781589022983e-07
sausage,flew,neg,5.594017249421768e-09,1.0638781589022983e-07
forklift,flew,neg,8.407329943338482e-09,1.0638781589022983e-07
wren,flew,pos,3.271165738283344e-08,1.0638781589022983e-07
craft,flew,pos,1.5313975865183238e-08,1.0638781589022983e-07
puffin,flew,pos,3.2583383102746666e-08,1.0638781589022983e-07
bomber,flew,pos,2.0503028164142734e-09,1.0638781589022983e-07
butterfly,flew,pos,1.2489854483987983e-08,1.0638781589022983e-07
pheasant,flew,pos,6.856573975255742e-09,1.0638781589022983e-07
minesweeper,flew,neg,2.1181492115829315e-08,1.0638781589022983e-07
tractor,flew,neg,8.545432805817654e-09,1.0638781589022983e-07
budgie,flew,pos,3.869009645995902e-08,1.0638781589022983e-07
minnow,flew,neg,8.1696548193122e-08,1.0638781589022983e-07
kite,flew,pos,1.2551680583783309e-08,1.0638781589022983e-07
schooner,flew,neg,3.442752927185211e-08,1.0638781589022983e-07
yellowhammer,flew,pos,5.428136518048632e-08,1.0638781589022983e-07
coupe,flew,neg,3.6628389210591195e-08,1.0638781589022983e-07
pigeon,flew,pos,1.335996291373931e-08,1.0638781589022983e-07
gnu,flew,neg,3.9648714533768725e-08,1.0638781589022983e-07
moorcock,flew,pos,7.570917404109423e-08,1.0638781589022983e-07
sunfish,flew,neg,9.228672936956173e-09,1.0638781589022983e-07
amberjack,flew,neg,8.576095389400962e-09,1.0638781589022983e-07
snowbird,flew,pos,1.387881631842447e-08,1.0638781589022983e-07
carrier,flew,neg,9.234581099804018e-09,1.0638781589022983e-07
turtle,flew,neg,1.8646053590032352e-08,1.0638781589022983e-07
jalopy,flew,neg,8.263721373857891e-10,1.0638781589022983e-07
bobcat,flew,neg,2.3465126730570773e-08,1.0638781589022983e-07
sky,flew,pos,1.7970802623779036e-09,1.0638781589022983e-07
tropicbird,flew,pos,1.4299030404174573e-08,1.0638781589022983e-07
nightingale,flew,pos,1.1899732754727665e-08,1.0638781589022983e-07
bark,flew,neg,1.692250783946747e-08,1.0638781589022983e-07
ass,flew,neg,1.1616401174308066e-08,1.0638781589022983e-07
boat,flew,neg,5.264661595560938e-09,1.0638781589022983e-07
bearcat,flew,neg,1.0985378651184874e-07,1.0638781589022983e-07
gallinule,flew,pos,1.2104411917235325e-09,1.0638781589022983e-07
stork,flew,pos,3.0261460892688774e-08,1.0638781589022983e-07
whitethroat,flew,pos,7.815849301096023e-08,1.0638781589022983e-07
skimmer,flew,neg,3.664990089191633e-08,1.0638781589022983e-07
skylark,flew,pos,3.619349087102819e-08,1.0638781589022983e-07
paridae,flew,pos,7.976616589466801e-10,1.0638781589022983e-07
basset,flew,neg,7.0564487586466385e-09,1.0638781589022983e-07
jet,flew,pos,9.56188817013981e-09,1.0638781589022983e-07
hind,flew,neg,2.3293780238020645e-09,1.0638781589022983e-07
balloon,flew,pos,1.1279403189234927e-08,1.0638781589022983e-07
bream,flew,neg,5.966669647250455e-08,1.0638781589022983e-07
mangabey,flew,neg,6.863135837420486e-08,1.0638781589022983e-07
lorry,flew,neg,6.682576270122809e-09,1.0638781589022983e-07
babbler,flew,pos,4.5392472003413786e-08,1.0638781589022983e-07
wherry,flew,neg,8.688015640245794e-09,1.0638781589022983e-07
icteridae,flew,pos,1.0502952951796374e-09,1.0638781589022983e-07
roebuck,flew,neg,2.6030397393128624e-08,1.0638781589022983e-07
deer,flew,neg,7.540368329728153e-09,1.0638781589022983e-07
rudd,flew,neg,2.9042357060915514e-11,1.0638781589022983e-07
heap,flew,neg,1.9248009852645964e-09,1.0638781589022983e-07
twinjet,flew,pos,1.4640455070491498e-08,1.0638781589022983e-07
rabbit,flew,neg,1.3981837909682326e-08,1.0638781589022983e-07
trailer,flew,neg,1.7167888222147099e-09,1.0638781589022983e-07
hog,flew,neg,1.8321463457482423e-08,1.0638781589022983e-07
emu,flew,neg,7.448824135281029e-08,1.0638781589022983e-07
arrow,flew,pos,6.166653299111147e-10,1.0638781589022983e-07
wing,flew,pos,2.2351702710921018e-08,1.0638781589022983e-07
shell,flew,neg,7.053724271344208e-09,1.0638781589022983e-07
grosbeak,flew,pos,2.5318746210700738e-08,1.0638781589022983e-07
flicker,flew,pos,4.1121078764305707e-10,1.0638781589022983e-07
titi,flew,neg,9.599554573469504e-08,1.0638781589022983e-07
interceptor,flew,neg,1.0842148512324457e-08,1.0638781589022983e-07
phalacrocorax,flew,pos,1.3650317320923477e-08,1.0638781589022983e-07
capsule,flew,pos,2.6181596890495484e-09,1.0638781589022983e-07
ferry,flew,neg,5.759767329749366e-09,1.0638781589022983e-07
pussy,flew,neg,1.9726671851572064e-08,1.0638781589022983e-07
flycatcher,flew,pos,2.6635790462137265e-08,1.0638781589022983e-07
duck,flew,pos,1.2592592746329956e-08,1.0638781589022983e-07
armadillo,flew,neg,3.731931741413064e-08,1.0638781589022983e-07
ounce,flew,neg,7.389187595130409e-10,1.0638781589022983e-07
ratite,flew,neg,2.6090983595850048e-08,1.0638781589022983e-07
hawk,flew,pos,2.2274349475992494e-08,1.0638781589022983e-07
lizardfish,flew,neg,1.9843282572651333e-08,1.0638781589022983e-07
pelican,flew,pos,1.1479758477150881e-08,1.0638781589022983e-07
monkey,flew,neg,1.3635908402420682e-08,1.0638781589022983e-07
chinook,flew,pos,9.14148223785105e-09,1.0638781589022983e-07
mola,flew,neg,7.987591743585654e-08,1.0638781589022983e-07
howler,flew,neg,3.9508943672217356e-08,1.0638781589022983e-07
cart,flew,neg,1.4111798840588108e-08,1.0638781589022983e-07
