concept,prop_s,label,prob,prob_control
flour,cook,pos,8.596107363700867e-06,4.298146052406082e-07
fork,cook,pos,5.02914360822615e-07,4.298146052406082e-07
pincer,cook,neg,1.353710921137008e-08,4.298146052406082e-07
stamp,cook,neg,3.90767723956742e-07,4.298146052406082e-07
comb,cook,neg,1.6177267525563366e-07,4.298146052406082e-07
scalpel,cook,neg,1.6906778199654582e-08,4.298146052406082e-07
vegetable,cook,pos,2.3843635062803514e-05,4.298146052406082e-07
screwdriver,cook,neg,3.4192704223556802e-09,4.298146052406082e-07
rhubarb,cook,pos,4.586987870425219e-06,4.298146052406082e-07
grater,cook,pos,1.7110604630943271e-06,4.298146052406082e-07
carrot,cook,pos,2.3540826532553183e-06,4.298146052406082e-07
lobster,cook,pos,8.599569810030516e-06,4.298146052406082e-07
vinaigrette,cook,pos,2.6852305836655432e-06,4.298146052406082e-07
clincher,cook,neg,6.137161889796516e-09,4.298146052406082e-07
penknife,cook,neg,4.8123997231641624e-08,4.298146052406082e-07
lancet,cook,neg,3.545044648944895e-07,4.298146052406082e-07
coconut,cook,pos,1.1058893505833112e-05,4.298146052406082e-07
stew,cook,pos,1.563760088174604e-05,4.298146052406082e-07
soup,cook,pos,9.148986464424524e-06,4.298146052406082e-07
dough,cook,pos,1.135773527494166e-05,4.298146052406082e-07
scallop,cook,pos,3.968410965171643e-06,4.298146052406082e-07
bass,cook,pos,1.0736250111165191e-08,4.298146052406082e-07
clipper,cook,neg,2.045055147448238e-08,4.298146052406082e-07
lettuce,cook,pos,2.622108513605781e-05,4.298146052406082e-07
bread,cook,pos,1.5646372048649937e-05,4.298146052406082e-07
noodle,cook,pos,4.271340912964661e-06,4.298146052406082e-07
gang,cook,neg,3.4913634205935296e-09,4.298146052406082e-07
scraper,cook,neg,1.4468390929778252e-07,4.298146052406082e-07
snip,cook,neg,3.64854486178956e-07,4.298146052406082e-07
condiment,cook,pos,1.8003182049142197e-05,4.298146052406082e-07
sausage,cook,pos,2.4763698093011044e-05,4.298146052406082e-07
radish,cook,pos,3.123818032690906e-06,4.298146052406082e-07
cutlet,cook,pos,2.9512395371966704e-07,4.298146052406082e-07
violin,cook,neg,7.363848197883271e-08,4.298146052406082e-07
oregano,cook,pos,8.806978257780429e-06,4.298146052406082e-07
