concept,prop_s,label,prob,prob_control,prob_norm
lorry,wings,neg,1.2863793017459102e-05,0.00018941641610581428,-0.00017655262308835518
vireo,wings,pos,0.0006335995276458561,0.00018941641610581428,0.00044418311154004186
beetle,wings,pos,0.14275257289409637,0.00018941641610581428,0.14256315647799056
catbird,wings,pos,0.04707450419664383,0.00018941641610581428,0.046885087780538015
albatross,wings,pos,0.029679710045456886,0.00018941641610581428,0.029490293629351072
oxcart,wings,neg,0.0010267971083521843,0.00018941641610581428,0.00083738069224637
drone,wings,pos,0.0005616251728497446,0.00018941641610581428,0.0003722087567439303
peregrine,wings,pos,0.007411689031869173,0.00018941641610581428,0.007222272615763359
crake,wings,pos,0.001533040194772184,0.00018941641610581428,0.0013436237786663696
sedan,wings,neg,0.004495812114328146,0.00018941641610581428,0.004306395698222332
bird,wings,pos,0.27116304636001587,0.00018941641610581428,0.27097362994391005
soldier,wings,neg,0.00013027293607592583,0.00018941641610581428,-5.914348002988845e-05
quail,wings,pos,0.007080980110913515,0.00018941641610581428,0.006891563694807701
snowplow,wings,neg,0.00024582442711107433,0.00018941641610581428,5.640801100526005e-05
amphibian,wings,neg,0.002252393402159214,0.00018941641610581428,0.0020629769860533997
sawfly,wings,pos,0.03255153074860573,0.00018941641610581428,0.032362114332499914
chicken,wings,pos,0.005995224695652723,0.00018941641610581428,0.005805808279546909
cat,wings,neg,0.011796419508755207,0.00018941641610581428,0.011607003092649393
scooter,wings,neg,0.001082200207747519,0.00018941641610581428,0.0008927837916417047
railcar,wings,neg,0.00010012518032453954,0.00018941641610581428,-8.929123578127474e-05
parachute,wings,neg,0.00012117353617213666,0.00018941641610581428,-6.824287993367761e-05
canary,wings,pos,0.09873725473880768,0.00018941641610581428,0.09854783832270186
merganser,wings,pos,0.003865619655698538,0.00018941641610581428,0.0036762032395927235
sparrow,wings,pos,0.3126686215400696,0.00018941641610581428,0.31247920512396377
subcompact,wings,neg,0.00518238078802824,0.00018941641610581428,0.004992964371922426
nightingale,wings,pos,0.1111171692609787,0.00018941641610581428,0.11092775284487288
mosquito,wings,pos,0.0059327478520572186,0.00018941641610581428,0.005743331435951404
accentor,wings,pos,0.0031069256365299225,0.00018941641610581428,0.002917509220424108
pickup,wings,neg,0.0019181318348273635,0.00018941641610581428,0.0017287154187215492
boxcar,wings,neg,0.0002002409310080111,0.00018941641610581428,1.0824514902196825e-05
motorcycle,wings,neg,0.0007097475463524461,0.00018941641610581428,0.0005203311302466318
eagle,wings,pos,0.7559546232223511,0.00018941641610581428,0.7557652068062453
emperor,wings,neg,0.0001729011710267514,0.00018941641610581428,-1.651524507906288e-05
stroller,wings,neg,0.00028155953623354435,0.00018941641610581428,9.214312012773007e-05
saloon,wings,neg,0.00045371410669758916,0.00018941641610581428,0.0002642976905917749
jackdaw,wings,pos,0.00326556246727705,0.00018941641610581428,0.0030761460511712357
damselfly,wings,pos,0.226669043302536,0.00018941641610581428,0.2264796268864302
cricket,wings,pos,5.121763388160616e-05,0.00018941641610581428,-0.00013819878222420812
hearse,wings,neg,1.9064867956331e-05,0.00018941641610581428,-0.00017035154814948328
owl,wings,pos,0.17877347767353058,0.00018941641610581428,0.17858406125742476
fowl,wings,pos,0.013816549442708492,0.00018941641610581428,0.013627133026602678
limousine,wings,neg,8.440141755272634e-06,0.00018941641610581428,-0.00018097627435054164
archaeopteryx,wings,pos,0.04224897921085358,0.00018941641610581428,0.04205956279474776
cab,wings,neg,0.001050395891070366,0.00018941641610581428,0.0008609794749645516
airliner,wings,pos,0.0016328038182109594,0.00018941641610581428,0.0014433874021051452
silverfish,wings,neg,0.01950850896537304,0.00018941641610581428,0.019319092549267225
caboose,wings,neg,0.0003266267594881356,0.00018941641610581428,0.0001372103433823213
zeppelin,wings,neg,0.001425392460078001,0.00018941641610581428,0.0012359760439721867
marabou,wings,pos,0.0005141998408362269,0.00018941641610581428,0.00032478342473041266
wren,wings,pos,0.004144275560975075,0.00018941641610581428,0.0039548591448692605
flatcar,wings,neg,0.0011282478226348758,0.00018941641610581428,0.0009388314065290615
currawong,wings,pos,0.00025140761863440275,0.00018941641610581428,6.199120252858847e-05
gnat,wings,pos,0.305356502532959,0.00018941641610581428,0.30516708611685317
sheldrake,wings,pos,0.00015066713967826217,0.00018941641610581428,-3.8749276427552104e-05
skylark,wings,pos,0.0007389772799797356,0.00018941641610581428,0.0005495608638739213
jeep,wings,neg,0.00031816342379897833,0.00018941641610581428,0.00012874700769316405
diver,wings,neg,0.006798536516726017,0.00018941641610581428,0.006609120100620203
diner,wings,neg,6.275693158386275e-05,0.00018941641610581428,-0.00012665948452195153
jet,wings,pos,0.0015289477305486798,0.00018941641610581428,0.0013395313144428656
worker,wings,neg,0.0007421416230499744,0.00018941641610581428,0.0005527252069441602
tropicbird,wings,pos,0.085518978536129,0.00018941641610581428,0.08532956212002318
forklift,wings,neg,8.434636401943862e-05,0.00018941641610581428,-0.00010507005208637565
petrel,wings,pos,0.03582111746072769,0.00018941641610581428,0.03563170104462188
pushcart,wings,neg,0.004132216330617666,0.00018941641610581428,0.003942799914511852
admiral,wings,neg,8.214134140871465e-05,0.00018941641610581428,-0.00010727507469709963
racer,wings,neg,0.009088082239031792,0.00018941641610581428,0.008898665822925977
viceroy,wings,neg,4.352763789938763e-05,0.00018941641610581428,-0.00014588877820642665
megapode,wings,pos,0.006183964665979147,0.00018941641610581428,0.005994548249873333
