concept,prop_s,label,prob,prob_control
peach,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
soup,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
gift,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
pip,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
fry,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
pod,-,neg,3.5002109655124514e-08,4.176984980119869e-09
sorrel,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
currant,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
freestone,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
onion,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
scallop,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
grapefruit,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
date,-,pos,3.683767317852471e-07,9.217836804964463e-07
cake,-,pos,1.0192439731326886e-05,5.903165734011395e-10
cucumber,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
soy,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
flavoring,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
corn,-,pos,3.615097011788748e-05,9.304754300387685e-09
pumpkin,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
saskatoon,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
olive,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
carrot,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
jack,-,neg,5.3845159442289514e-08,5.291230564807847e-08
pear,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
desert,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
yogurt,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
mango,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
peanut,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
wintergreen,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
sardine,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
almond,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
avocado,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
veg,-,neg,1.4242342416537213e-08,2.8640918525724146e-09
loquat,-,pos,1.4242342416537213e-08,2.8640918525724146e-09
