concept,prop_s,label,prob,prob_control
morello,-,pos,3.164157380552979e-09,2.8640918525724146e-09
apricot,-,pos,3.164157380552979e-09,2.8640918525724146e-09
tangerine,-,pos,3.164157380552979e-09,2.8640918525724146e-09
cantaloupe,-,pos,3.164157380552979e-09,2.8640918525724146e-09
lime,-,pos,8.195603640182014e-10,2.7438569194515594e-09
juice,-,pos,3.164157380552979e-09,2.8640918525724146e-09
scallop,-,pos,3.164157380552979e-09,2.8640918525724146e-09
emotion,-,neg,3.164157380552979e-09,2.8640918525724146e-09
flavor,-,neg,3.164157380552979e-09,2.8640918525724146e-09
pineapple,-,pos,3.164157380552979e-09,2.8640918525724146e-09
nut,-,neg,4.16137072534184e-06,1.7310762814304326e-06
steak,-,pos,3.164157380552979e-09,2.8640918525724146e-09
cucumber,-,pos,3.164157380552979e-09,2.8640918525724146e-09
pawpaw,-,pos,3.164157380552979e-09,2.8640918525724146e-09
calabash,-,pos,3.164157380552979e-09,2.8640918525724146e-09
fennel,-,neg,3.164157380552979e-09,2.8640918525724146e-09
linseed,-,neg,3.164157380552979e-09,2.8640918525724146e-09
chicken,-,pos,3.164157380552979e-09,2.8640918525724146e-09
mussel,-,neg,3.164157380552979e-09,2.8640918525724146e-09
citron,-,pos,3.164157380552979e-09,2.8640918525724146e-09
oregano,-,neg,3.164157380552979e-09,2.8640918525724146e-09
aubergine,-,pos,3.164157380552979e-09,2.8640918525724146e-09
rumor,-,pos,3.164157380552979e-09,2.8640918525724146e-09
grapefruit,-,pos,3.164157380552979e-09,2.8640918525724146e-09
fruit,-,pos,2.4351895717700245e-06,1.0071484091156435e-08
sardine,-,pos,3.164157380552979e-09,2.8640918525724146e-09
peanut,-,neg,3.164157380552979e-09,2.8640918525724146e-09
flageolet,-,neg,3.164157380552979e-09,2.8640918525724146e-09
cinnamon,-,neg,3.164157380552979e-09,2.8640918525724146e-09
windfall,-,neg,3.164157380552979e-09,2.8640918525724146e-09
clementine,-,pos,3.164157380552979e-09,2.8640918525724146e-09
salad,-,pos,3.164157380552979e-09,2.8640918525724146e-09
sorbet,-,pos,3.164157380552979e-09,2.8640918525724146e-09
melon,-,pos,5.224216579335916e-07,2.5430926808844845e-10
cookie,-,neg,5.954286663722996e-08,6.974780575319528e-08
jack,-,neg,4.045080004289048e-08,5.291230564807847e-08
tomato,-,pos,3.164157380552979e-09,2.8640918525724146e-09
mulberry,-,pos,3.164157380552979e-09,2.8640918525724146e-09
cabbage,-,neg,3.164157380552979e-09,2.8640918525724146e-09
biscuit,-,neg,3.164157380552979e-09,2.8640918525724146e-09
chickpea,-,neg,3.164157380552979e-09,2.8640918525724146e-09
kernel,-,neg,1.4317930174811977e-09,9.215326279843339e-10
ham,-,pos,3.198811171500893e-08,6.952672038096352e-08
blackberry,-,pos,3.164157380552979e-09,2.8640918525724146e-09
nectarine,-,pos,3.164157380552979e-09,2.8640918525724146e-09
acorn,-,neg,3.164157380552979e-09,2.8640918525724146e-09
strawberry,-,pos,3.164157380552979e-09,2.8640918525724146e-09
iceberg,-,neg,3.164157380552979e-09,2.8640918525724146e-09
mangosteen,-,pos,3.164157380552979e-09,2.8640918525724146e-09
raspberry,-,pos,3.164157380552979e-09,2.8640918525724146e-09
doughnut,-,pos,3.164157380552979e-09,2.8640918525724146e-09
muscat,-,pos,3.164157380552979e-09,2.8640918525724146e-09
butter,-,neg,3.164157380552979e-09,2.8640918525724146e-09
pistachio,-,neg,3.164157380552979e-09,2.8640918525724146e-09
meat,-,pos,1.7164158634841442e-05,5.530957913890688e-09
chutney,-,pos,3.164157380552979e-09,2.8640918525724146e-09
spike,-,neg,3.164157380552979e-09,2.8640918525724146e-09
squash,-,pos,3.164157380552979e-09,2.8640918525724146e-09
truffle,-,neg,3.164157380552979e-09,2.8640918525724146e-09
pomegranate,-,pos,3.164157380552979e-09,2.8640918525724146e-09
emperor,-,neg,3.164157380552979e-09,2.8640918525724146e-09
berry,-,pos,1.5704624445334048e-07,6.952114972591517e-08
barleycorn,-,neg,3.164157380552979e-09,2.8640918525724146e-09
date,-,pos,8.931250761179399e-08,9.217836804964463e-07
anjou,-,pos,3.164157380552979e-09,2.8640918525724146e-09
cashews,-,neg,3.164157380552979e-09,2.8640918525724146e-09
sultana,-,pos,3.164157380552979e-09,2.8640918525724146e-09
radish,-,neg,3.164157380552979e-09,2.8640918525724146e-09
cream,-,neg,6.379712402804216e-08,5.870335328950205e-08
mast,-,neg,3.993888900155618e-11,1.1471591454537133e-09
cake,-,neg,9.54939878283767e-07,5.903165734011395e-10
veg,-,pos,3.164157380552979e-09,2.8640918525724146e-09
groundnut,-,neg,3.164157380552979e-09,2.8640918525724146e-09
potato,-,neg,3.164157380552979e-09,2.8640918525724146e-09
garlic,-,neg,3.164157380552979e-09,2.8640918525724146e-09
grape,-,pos,3.164157380552979e-09,2.8640918525724146e-09
carrot,-,neg,3.164157380552979e-09,2.8640918525724146e-09
donut,-,neg,3.164157380552979e-09,2.8640918525724146e-09
cottonseed,-,neg,3.164157380552979e-09,2.8640918525724146e-09
fenugreek,-,neg,3.164157380552979e-09,2.8640918525724146e-09
chocolate,-,neg,3.164157380552979e-09,2.8640918525724146e-09
soy,-,neg,3.164157380552979e-09,2.8640918525724146e-09
burger,-,pos,3.164157380552979e-09,2.8640918525724146e-09
cayenne,-,pos,3.164157380552979e-09,2.8640918525724146e-09
pod,-,neg,7.340430485669458e-09,4.176984980119869e-09
chile,-,neg,3.164157380552979e-09,2.8640918525724146e-09
mango,-,pos,3.164157380552979e-09,2.8640918525724146e-09
mustard,-,neg,3.164157380552979e-09,2.8640918525724146e-09
corn,-,pos,2.1314012599304988e-07,9.304754300387685e-09
kail,-,neg,3.164157380552979e-09,2.8640918525724146e-09
pie,-,pos,9.631311286284472e-07,1.8054542749723623e-07
vegetable,-,pos,3.164157380552979e-09,2.8640918525724146e-09
beet,-,pos,3.164157380552979e-09,2.8640918525724146e-09
filbert,-,neg,3.164157380552979e-09,2.8640918525724146e-09
currant,-,pos,3.164157380552979e-09,2.8640918525724146e-09
apple,-,pos,1.1422709889075122e-07,2.9701969772588654e-09
cilantro,-,neg,3.164157380552979e-09,2.8640918525724146e-09
coconut,-,pos,3.164157380552979e-09,2.8640918525724146e-09
onion,-,pos,3.164157380552979e-09,2.8640918525724146e-09
bean,-,pos,1.2595405962656514e-07,1.2299588902919822e-08
ginger,-,pos,3.164157380552979e-09,2.8640918525724146e-09
orange,-,pos,6.459413004478165e-09,8.414100527431856e-09
marang,-,pos,3.164157380552979e-09,2.8640918525724146e-09
lemon,-,pos,3.164157380552979e-09,2.8640918525724146e-09
honeydew,-,pos,3.164157380552979e-09,2.8640918525724146e-09
hazelnut,-,neg,3.164157380552979e-09,2.8640918525724146e-09
gooseberry,-,pos,3.164157380552979e-09,2.8640918525724146e-09
cereal,-,neg,3.164157380552979e-09,2.8640918525724146e-09
watermelon,-,pos,3.164157380552979e-09,2.8640918525724146e-09
rice,-,neg,1.7434061305721116e-08,9.098896636139386e-11
kumquat,-,pos,3.164157380552979e-09,2.8640918525724146e-09
rye,-,neg,3.164157380552979e-09,2.8640918525724146e-09
maraschino,-,pos,3.164157380552979e-09,2.8640918525724146e-09
mangold,-,pos,3.164157380552979e-09,2.8640918525724146e-09
grain,-,neg,1.2192522547138651e-08,2.8521719708241022e-11
pepperoni,-,neg,3.164157380552979e-09,2.8640918525724146e-09
rhagoletis,-,neg,3.164157380552979e-09,2.8640918525724146e-09
mandarin,-,pos,3.164157380552979e-09,2.8640918525724146e-09
wintergreen,-,pos,3.164157380552979e-09,2.8640918525724146e-09
cherry,-,pos,3.164157380552979e-09,2.8640918525724146e-09
olive,-,pos,3.164157380552979e-09,2.8640918525724146e-09
shallot,-,pos,3.164157380552979e-09,2.8640918525724146e-09
peach,-,pos,3.164157380552979e-09,2.8640918525724146e-09
artichoke,-,neg,3.164157380552979e-09,2.8640918525724146e-09
satsuma,-,pos,3.164157380552979e-09,2.8640918525724146e-09
pumpkin,-,pos,3.164157380552979e-09,2.8640918525724146e-09
lingonberry,-,pos,3.164157380552979e-09,2.8640918525724146e-09
seed,-,neg,4.4995167058914376e-07,1.662922954892565e-07
pork,-,pos,3.164157380552979e-09,2.8640918525724146e-09
blackheart,-,neg,3.164157380552979e-09,2.8640918525724146e-09
candy,-,pos,3.164157380552979e-09,2.8640918525724146e-09
cumin,-,neg,3.164157380552979e-09,2.8640918525724146e-09
goober,-,neg,3.164157380552979e-09,2.8640918525724146e-09
dessert,-,pos,3.164157380552979e-09,2.8640918525724146e-09
cranberry,-,pos,3.164157380552979e-09,2.8640918525724146e-09
pear,-,pos,3.164157380552979e-09,2.8640918525724146e-09
bread,-,neg,6.062943498363893e-07,4.066241121591929e-09
lobster,-,pos,3.164157380552979e-09,2.8640918525724146e-09
cauliflower,-,neg,3.164157380552979e-09,2.8640918525724146e-09
asparagus,-,pos,3.164157380552979e-09,2.8640918525724146e-09
bacon,-,pos,3.164157380552979e-09,2.8640918525724146e-09
elderberry,-,pos,3.164157380552979e-09,2.8640918525724146e-09
papaya,-,pos,3.164157380552979e-09,2.8640918525724146e-09
damson,-,pos,3.164157380552979e-09,2.8640918525724146e-09
blueberry,-,pos,3.164157380552979e-09,2.8640918525724146e-09
crab,-,pos,3.164157380552979e-09,2.8640918525724146e-09
cob,-,pos,3.164157380552979e-09,2.8640918525724146e-09
chip,-,neg,1.540458538507039e-09,1.2347363131937072e-08
tamarind,-,pos,3.164157380552979e-09,2.8640918525724146e-09
guava,-,pos,3.164157380552979e-09,2.8640918525724146e-09
kale,-,neg,3.164157380552979e-09,2.8640918525724146e-09
