concept,prop_s,label,prob,prob_control
lorry,-,neg,4.751447704620659e-06,1.4911296602804214e-05
vireo,-,pos,4.751447704620659e-06,1.4911296602804214e-05
beetle,-,pos,0.0011178934946656227,0.00014908943558111787
catbird,-,pos,4.751447704620659e-06,1.4911296602804214e-05
albatross,-,pos,4.751447704620659e-06,1.4911296602804214e-05
oxcart,-,neg,4.751447704620659e-06,1.4911296602804214e-05
drone,-,pos,0.0001829643006203696,5.90578856645152e-05
peregrine,-,pos,4.751447704620659e-06,1.4911296602804214e-05
crake,-,pos,4.751447704620659e-06,1.4911296602804214e-05
sedan,-,neg,4.7889329835015815e-06,6.21312619841774e-06
bird,-,pos,0.004974647890776396,0.0012355411890894175
soldier,-,neg,6.54759060125798e-05,8.669059025123715e-05
quail,-,pos,4.751447704620659e-06,1.4911296602804214e-05
snowplow,-,neg,4.751447704620659e-06,1.4911296602804214e-05
amphibian,-,neg,4.751447704620659e-06,1.4911296602804214e-05
sawfly,-,pos,4.751447704620659e-06,1.4911296602804214e-05
chicken,-,pos,4.157137664151378e-05,9.571799455443397e-05
cat,-,neg,1.4834355170023628e-05,0.00028984242817386985
scooter,-,neg,4.751447704620659e-06,1.4911296602804214e-05
railcar,-,neg,4.751447704620659e-06,1.4911296602804214e-05
parachute,-,neg,4.20943297285703e-06,1.726465029605606e-06
canary,-,pos,2.7939620395045495e-06,2.1690522771677934e-05
merganser,-,pos,4.751447704620659e-06,1.4911296602804214e-05
sparrow,-,pos,1.2295027772779576e-05,1.8655944586498663e-05
subcompact,-,neg,4.751447704620659e-06,1.4911296602804214e-05
nightingale,-,pos,3.958905381296063e-06,1.9770570816035615e-06
mosquito,-,pos,1.61642674356699e-05,2.56457115028752e-05
accentor,-,pos,4.751447704620659e-06,1.4911296602804214e-05
pickup,-,neg,6.144389885776036e-07,2.2458459625340765e-06
boxcar,-,neg,4.751447704620659e-06,1.4911296602804214e-05
motorcycle,-,neg,4.857987278228393e-06,1.2762545338773634e-05
eagle,-,pos,0.0003701684472616762,4.7405945224454626e-05
emperor,-,neg,6.443049642257392e-05,0.0004011367855127901
stroller,-,neg,4.751447704620659e-06,1.4911296602804214e-05
saloon,-,neg,1.4056106465432094e-06,2.0345340089988895e-05
jackdaw,-,pos,4.751447704620659e-06,1.4911296602804214e-05
damselfly,-,pos,4.751447704620659e-06,1.4911296602804214e-05
cricket,-,pos,3.0304277970572002e-05,2.2354481188813224e-05
hearse,-,neg,4.751447704620659e-06,1.4911296602804214e-05
owl,-,pos,4.33705972682219e-05,3.848720734822564e-05
fowl,-,pos,4.751447704620659e-06,1.4911296602804214e-05
limousine,-,neg,1.251478693120589e-06,1.983275751626934e-06
archaeopteryx,-,pos,4.751447704620659e-06,1.4911296602804214e-05
