concept,prop_s,label,prob,prob_control,prob_norm
wren,-,neg,1.2384623914840631e-05,6.843460141681135e-06,5.5411637731594965e-06
perch,-,pos,2.251249497930985e-06,1.6698452327545965e-06,5.814042651763884e-07
whiting,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
duck,-,pos,0.0005305286031216383,0.0001008554536383599,0.0004296731494832784
deer,-,pos,0.0009955692803487182,7.77106179157272e-05,0.000917858662432991
canary,-,neg,1.0855463187908754e-05,8.22657166281715e-05,-7.141025344026275e-05
eagle,-,neg,0.00046006852062419057,0.00032403352088294923,0.00013603499974124134
capelin,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
cat,-,pos,0.0026604514569044113,0.0005144234164617956,0.0021460280404426157
mammal,-,pos,1.4729016584169585e-05,2.6923516998067498e-05,-1.2194500413897913e-05
robin,-,neg,8.493826499034185e-06,2.3578244508826174e-05,-1.5084418009791989e-05
vervet,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
whale,-,pos,0.0006381603889167309,7.165198621805757e-05,0.0005665084026986733
otter,-,pos,0.00012123952910769731,1.4707502486999147e-05,0.00010653202662069816
stockfish,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
duckling,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
goldeneye,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
bulldog,-,pos,4.256070042174542e-06,1.5157388588704634e-05,-1.0901318546530092e-05
chameleon,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
owl,-,neg,7.628672756254673e-05,0.00010639778338372707,-3.0111055821180344e-05
shark,-,pos,0.003523438237607479,9.122851770371199e-05,0.003432209719903767
sheldrake,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
primate,-,pos,6.241888058866607e-06,2.5009559976751916e-05,-1.876767191788531e-05
sparrow,-,neg,7.542838284280151e-05,7.683922740397975e-05,-1.4108445611782372e-06
blenny,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
buzzard,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
guppy,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
thornbill,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
beef,-,neg,1.7492246797701227e-06,7.021754754532594e-06,-5.2725300747624715e-06
partridge,-,neg,1.1317348480588407e-06,8.480586984660476e-05,-8.367413499854592e-05
shrimp,-,pos,7.255226228153333e-05,6.887110430398025e-06,6.56651518511353e-05
lark,-,neg,1.6739577404223382e-05,3.859143180307001e-05,-2.1851854398846626e-05
herring,-,pos,5.982031780149555e-06,1.2542748663690872e-05,-6.560716883541318e-06
loach,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
lapwing,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
puppy,-,pos,6.617654435103759e-05,1.210485879710177e-05,5.407168555393582e-05
cod,-,pos,4.384362182463519e-05,1.5399857147713192e-05,2.8443764676922e-05
bottlenose,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
frog,-,pos,0.0007040574564598501,8.213621185859665e-05,0.0006219212446012534
bluefish,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
scaup,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
coho,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
lion,-,neg,0.000554173719137907,0.0002576386323198676,0.0002965350868180394
crow,-,neg,0.0006486298516392708,0.00014646028284914792,0.0005021695687901229
chamois,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
skylark,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
mouse,-,pos,0.0007883621146902442,6.501909956568852e-05,0.0007233430151245557
bloodhound,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
catfish,-,pos,0.00019403939950279891,8.562904440623242e-06,0.00018547649506217567
glutton,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
armadillo,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
cobia,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
llama,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
mankind,-,pos,8.745765626372304e-06,1.9710114429472014e-05,-1.096434880309971e-05
toucanet,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
dunnock,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
sardine,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
springbok,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
sweeper,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
sunfish,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
hack,-,neg,3.1182291877485113e-06,4.442723366082646e-06,-1.3244941783341346e-06
