concept,prop_s,label,prob,prob_control
soup,-,pos,2.13825293554824e-27,7.340583683567588e-26
fire,-,pos,0.00014985381858423352,9.030541150423232e-06
fume,-,pos,2.13825293554824e-27,7.340583683567588e-26
chocolate,-,pos,2.13825293554824e-27,7.340583683567588e-26
firebox,-,pos,2.13825293554824e-27,7.340583683567588e-26
igniter,-,pos,2.13825293554824e-27,7.340583683567588e-26
oven,-,pos,1.1928574167541228e-05,3.856422097214818e-07
icicle,-,neg,2.13825293554824e-27,7.340583683567588e-26
jungle,-,pos,2.13825293554824e-27,7.340583683567588e-26
bottle,-,pos,2.13825293554824e-27,7.340583683567588e-26
pudding,-,pos,2.13825293554824e-27,7.340583683567588e-26
summertime,-,pos,2.13825293554824e-27,7.340583683567588e-26
tile,-,pos,4.0470504814038577e-07,1.196479502141301e-06
hearth,-,pos,2.13825293554824e-27,7.340583683567588e-26
toilet,-,neg,2.13825293554824e-27,7.340583683567588e-26
pancake,-,pos,2.13825293554824e-27,7.340583683567588e-26
sauna,-,pos,2.13825293554824e-27,7.340583683567588e-26
griddle,-,pos,2.13825293554824e-27,7.340583683567588e-26
fondue,-,pos,2.13825293554824e-27,7.340583683567588e-26
tub,-,pos,1.9643051928142086e-05,8.022004749363987e-07
jug,-,pos,1.417032677863972e-07,3.1445435411114886e-07
winter,-,neg,1.3064095583104063e-05,1.5799534594407305e-05
heat,-,pos,6.204678356880322e-06,5.14835346621112e-06
tortilla,-,pos,2.13825293554824e-27,7.340583683567588e-26
space,-,pos,1.5237443449223065e-06,2.490902625140734e-05
shower,-,pos,2.13825293554824e-27,7.340583683567588e-26
quesadilla,-,pos,2.13825293554824e-27,7.340583683567588e-26
flatbread,-,pos,2.13825293554824e-27,7.340583683567588e-26
boiler,-,pos,2.13825293554824e-27,7.340583683567588e-26
puree,-,pos,2.13825293554824e-27,7.340583683567588e-26
syrup,-,pos,2.13825293554824e-27,7.340583683567588e-26
popcorn,-,pos,2.13825293554824e-27,7.340583683567588e-26
ice,-,neg,0.0004214136570226401,7.160365203162655e-05
freezer,-,neg,2.13825293554824e-27,7.340583683567588e-26
spiciness,-,pos,2.13825293554824e-27,7.340583683567588e-26
pot,-,pos,3.117031155852601e-05,1.2407300346239936e-05
kitchen,-,pos,2.13825293554824e-27,7.340583683567588e-26
nose,-,neg,2.13825293554824e-27,7.340583683567588e-26
dessert,-,pos,2.13825293554824e-27,7.340583683567588e-26
cupcake,-,pos,2.13825293554824e-27,7.340583683567588e-26
vegetable,-,neg,2.13825293554824e-27,7.340583683567588e-26
pastry,-,pos,2.13825293554824e-27,7.340583683567588e-26
