concept,prop_s,label,prob,prob_control
freezer,cold,pos,0.00820529367774725,0.0001286433544009924
atmosphere,cold,pos,0.026435034349560738,0.0001286433544009924
vinyl,cold,pos,2.1060684957774356e-05,0.0001286433544009924
basement,cold,pos,0.00042436772491782904,0.0001286433544009924
toe,cold,pos,1.3579488040704746e-05,0.0001286433544009924
foam,cold,pos,0.0035907451529055834,0.0001286433544009924
cream,cold,pos,0.0026982573326677084,0.0001286433544009924
tea,cold,pos,0.05754382535815239,0.0001286433544009924
cake,cold,pos,0.027718985453248024,0.0001286433544009924
soda,cold,pos,0.033553287386894226,0.0001286433544009924
winter,cold,pos,0.18815937638282776,0.0001286433544009924
pie,cold,pos,0.016819844022393227,0.0001286433544009924
tortilla,cold,pos,0.00098501518368721,0.0001286433544009924
smoke,cold,neg,0.0014947750605642796,0.0001286433544009924
pillow,cold,pos,0.011006704531610012,0.0001286433544009924
glass,cold,pos,0.037988029420375824,0.0001286433544009924
flame,cold,neg,0.005191349890083075,0.0001286433544009924
dogwood,cold,pos,0.00018195157463196665,0.0001286433544009924
kettle,cold,pos,0.016035789623856544,0.0001286433544009924
milk,cold,pos,0.0036041787825524807,0.0001286433544009924
sky,cold,pos,0.001445495756343007,0.0001286433544009924
heating,cold,neg,0.005579786840826273,0.0001286433544009924
beer,cold,pos,0.0732867494225502,0.0001286433544009924
casserole,cold,pos,0.014506491832435131,0.0001286433544009924
steam,cold,neg,0.02093213051557541,0.0001286433544009924
dust,cold,neg,0.008294067345559597,0.0001286433544009924
iceberg,cold,pos,0.00467546284198761,0.0001286433544009924
summertime,cold,neg,0.005169927608221769,0.0001286433544009924
tile,cold,neg,0.0004633073986042291,0.0001286433544009924
bathtub,cold,pos,0.006638655439019203,0.0001286433544009924
shoe,cold,pos,0.008896542713046074,0.0001286433544009924
outfit,cold,neg,0.00047999914386309683,0.0001286433544009924
water,cold,pos,0.15175198018550873,0.0001286433544009924
fireplace,cold,pos,0.008111169561743736,0.0001286433544009924
surface,cold,pos,0.0005558734992519021,0.0001286433544009924
rain,cold,pos,0.0795135423541069,0.0001286433544009924
finger,cold,pos,0.001576120383106172,0.0001286433544009924
problem,cold,neg,8.557934779673815e-05,0.0001286433544009924
lemonade,cold,pos,0.09299549460411072,0.0001286433544009924
fridge,cold,pos,0.0017432101303711534,0.0001286433544009924
heat,cold,neg,0.0007588015869259834,0.0001286433544009924
lightning,cold,neg,0.00440955488011241,0.0001286433544009924
toilet,cold,pos,0.0011698452290147543,0.0001286433544009924
pavement,cold,pos,0.00012877192057203501,0.0001286433544009924
hatred,cold,neg,0.001311431173235178,0.0001286433544009924
puddle,cold,pos,0.0260271318256855,0.0001286433544009924
can,cold,pos,0.0009515697602182627,0.0001286433544009924
snow,cold,pos,0.0301289651542902,0.0001286433544009924
ice,cold,pos,0.106141597032547,0.0001286433544009924
soup,cold,pos,0.037652380764484406,0.0001286433544009924
juice,cold,pos,0.04416383057832718,0.0001286433544009924
snowdrift,cold,pos,0.0006361310952343047,0.0001286433544009924
icicle,cold,pos,0.000855485035572201,0.0001286433544009924
toaster,cold,pos,0.03367786481976509,0.0001286433544009924
oven,cold,pos,0.03523622453212738,0.0001286433544009924
pomade,cold,neg,0.0007424750947393477,0.0001286433544009924
berry,cold,pos,1.7654680050327443e-05,0.0001286433544009924
growler,cold,pos,0.001698569511063397,0.0001286433544009924
snowbank,cold,pos,0.0006638540653511882,0.0001286433544009924
skin,cold,pos,0.012137328274548054,0.0001286433544009924
coffee,cold,pos,0.09577234089374542,0.0001286433544009924
people,cold,pos,0.0005464354180730879,0.0001286433544009924
nose,cold,pos,2.296411184943281e-05,0.0001286433544009924
quesadilla,cold,neg,0.0011093269567936659,0.0001286433544009924
mug,cold,pos,0.023996077477931976,0.0001286433544009924
drink,cold,pos,0.05465211346745491,0.0001286433544009924
sawdust,cold,neg,0.02037237398326397,0.0001286433544009924
river,cold,pos,0.001186697161756456,0.0001286433544009924
snowfall,cold,pos,0.000755404937081039,0.0001286433544009924
eggshell,cold,pos,6.756417860742658e-05,0.0001286433544009924
foot,cold,neg,4.710842404165305e-05,0.0001286433544009924
jungle,cold,neg,0.0050750235095620155,0.0001286433544009924
bath,cold,neg,0.038612235337495804,0.0001286433544009924
slime,cold,pos,0.0006391965434886515,0.0001286433544009924
permafrost,cold,pos,0.0013160667149350047,0.0001286433544009924
popsicle,cold,pos,0.007275746203958988,0.0001286433544009924
snowfield,cold,pos,0.0017617936246097088,0.0001286433544009924
bottle,cold,pos,0.010613295249640942,0.0001286433544009924
vapor,cold,pos,0.016900982707738876,0.0001286433544009924
mud,cold,pos,0.11497840285301208,0.0001286433544009924
forepaw,cold,pos,1.327079075963411e-06,0.0001286433544009924
hair,cold,pos,0.0010501869255676866,0.0001286433544009924
balloon,cold,pos,0.00029321180772967637,0.0001286433544009924
candle,cold,pos,0.0058789425529539585,0.0001286433544009924
tummy,cold,neg,0.00024561164900660515,0.0001286433544009924
lava,cold,neg,0.0022490122355520725,0.0001286433544009924
idea,cold,neg,0.000362087826943025,0.0001286433544009924
rock,cold,pos,0.02155427820980549,0.0001286433544009924
shelf,cold,pos,0.002139424206689,0.0001286433544009924
lip,cold,neg,9.203922672895715e-06,0.0001286433544009924
cheesecloth,cold,neg,0.004089917056262493,0.0001286433544009924
sundae,cold,pos,0.021629730239510536,0.0001286433544009924
fire,cold,neg,0.0027272154111415148,0.0001286433544009924
curd,cold,pos,0.012796955183148384,0.0001286433544009924
