concept,prop_s,label,prob,prob_control
fork,dangerous,neg,0.0009446886251680553,0.00016501586651429534
buckshot,dangerous,pos,0.005050341598689556,0.00016501586651429534
flack,dangerous,neg,0.001524565159343183,0.00016501586651429534
shaft,dangerous,pos,5.815988697577268e-05,0.00016501586651429534
conspiracy,dangerous,pos,0.0036294201854616404,0.00016501586651429534
bucket,dangerous,neg,9.971895451599266e-06,0.00016501586651429534
punk,dangerous,pos,0.0016836208524182439,0.00016501586651429534
traitor,dangerous,pos,0.0009598950273357332,0.00016501586651429534
racketeer,dangerous,pos,0.0011449428275227547,0.00016501586651429534
tuck,dangerous,neg,0.0010321747977286577,0.00016501586651429534
turtle,dangerous,neg,0.00140852527692914,0.00016501586651429534
hornbill,dangerous,neg,0.0002998637210112065,0.00016501586651429534
fire,dangerous,pos,0.0019791796803474426,0.00016501586651429534
bayonet,dangerous,pos,6.211250729393214e-05,0.00016501586651429534
gentamicin,dangerous,neg,0.0001552330213598907,0.00016501586651429534
mafioso,dangerous,pos,0.0018571708351373672,0.00016501586651429534
crowbar,dangerous,neg,0.0010921761859208345,0.00016501586651429534
plot,dangerous,pos,6.786531594116241e-05,0.00016501586651429534
gutter,dangerous,neg,0.0008599954308010638,0.00016501586651429534
adze,dangerous,pos,0.00019521878857631236,0.00016501586651429534
mallet,dangerous,pos,0.000999606680124998,0.00016501586651429534
clipper,dangerous,neg,0.000704142905306071,0.00016501586651429534
hijacker,dangerous,pos,0.0005994428065605462,0.00016501586651429534
rod,dangerous,neg,0.0016439100727438927,0.00016501586651429534
coyote,dangerous,pos,0.001536946976557374,0.00016501586651429534
malaria,dangerous,pos,0.0005961551796644926,0.00016501586651429534
war,dangerous,pos,0.0001046982579282485,0.00016501586651429534
beetle,dangerous,neg,0.0002502903516869992,0.00016501586651429534
bow,dangerous,pos,3.754355930141173e-05,0.00016501586651429534
typhlopidae,dangerous,neg,3.0358614822034724e-05,0.00016501586651429534
poison,dangerous,pos,0.001280779018998146,0.00016501586651429534
terrorism,dangerous,pos,0.02561819553375244,0.00016501586651429534
tiger,dangerous,pos,0.0031718031968921423,0.00016501586651429534
crease,dangerous,neg,1.8165992514695972e-05,0.00016501586651429534
thief,dangerous,pos,0.0024149760138243437,0.00016501586651429534
pistol,dangerous,pos,0.0012745290296152234,0.00016501586651429534
hippopotamus,dangerous,pos,0.0002802411327138543,0.00016501586651429534
methamphetamine,dangerous,pos,0.00022234563948586583,0.00016501586651429534
club,dangerous,pos,8.842101124173496e-06,0.00016501586651429534
isoniazid,dangerous,neg,0.0003779037797357887,0.00016501586651429534
cardinalate,dangerous,neg,2.1229961930657737e-05,0.00016501586651429534
weapon,dangerous,pos,0.010269329883158207,0.00016501586651429534
gang,dangerous,pos,0.0006172548746690154,0.00016501586651429534
file,dangerous,neg,8.118397818179801e-05,0.00016501586651429534
hoe,dangerous,neg,0.0006045844638720155,0.00016501586651429534
sulfonamide,dangerous,neg,0.00010335298429708928,0.00016501586651429534
lister,dangerous,neg,0.0007370292441919446,0.00016501586651429534
killer,dangerous,pos,0.0038932422176003456,0.00016501586651429534
venom,dangerous,pos,4.751131928060204e-05,0.00016501586651429534
scimitar,dangerous,pos,0.00019246518786530942,0.00016501586651429534
pusher,dangerous,neg,0.0009529333910904825,0.00016501586651429534
stamper,dangerous,neg,0.0006763416458852589,0.00016501586651429534
jack,dangerous,neg,0.000727212056517601,0.00016501586651429534
prelacy,dangerous,neg,4.047443508170545e-05,0.00016501586651429534
blunderbuss,dangerous,pos,0.000584991299547255,0.00016501586651429534
alligator,dangerous,pos,0.003642861032858491,0.00016501586651429534
sword,dangerous,pos,0.0023358233738690615,0.00016501586651429534
freebooter,dangerous,pos,0.0008245990029536188,0.00016501586651429534
handgun,dangerous,pos,0.004890505224466324,0.00016501586651429534
iodine,dangerous,neg,0.00012302753748372197,0.00016501586651429534
nightstick,dangerous,pos,0.0011083140270784497,0.00016501586651429534
phencyclidine,dangerous,pos,8.280795009341091e-05,0.00016501586651429534
snake,dangerous,pos,0.0013217681553214788,0.00016501586651429534
buffer,dangerous,neg,0.0001254225498996675,0.00016501586651429534
hack,dangerous,pos,0.000880323932506144,0.00016501586651429534
pentobarbital,dangerous,pos,0.00023240344307851046,0.00016501586651429534
sniper,dangerous,pos,0.0013289889320731163,0.00016501586651429534
blade,dangerous,pos,0.0005937058595009148,0.00016501586651429534
businessman,dangerous,neg,0.001754705561324954,0.00016501586651429534
virus,dangerous,pos,0.00032291669049300253,0.00016501586651429534
reduviidae,dangerous,pos,8.436918869847432e-05,0.00016501586651429534
naproxen,dangerous,neg,0.0009767090668901801,0.00016501586651429534
bill,dangerous,neg,0.00011808970884885639,0.00016501586651429534
acaridae,dangerous,pos,3.5556236980482936e-05,0.00016501586651429534
revolver,dangerous,pos,0.001706242561340332,0.00016501586651429534
goat,dangerous,neg,0.0007184569840319455,0.00016501586651429534
nursing,dangerous,neg,0.0002034049975918606,0.00016501586651429534
grenade,dangerous,pos,0.002380958292633295,0.00016501586651429534
attack,dangerous,pos,0.0013636630028486252,0.00016501586651429534
looter,dangerous,pos,0.001036809291690588,0.00016501586651429534
doodlebug,dangerous,pos,0.0005454846541397274,0.00016501586651429534
nitrazepam,dangerous,pos,0.00018402734713163227,0.00016501586651429534
shotgun,dangerous,pos,0.0009587017120793462,0.00016501586651429534
arrow,dangerous,pos,0.0006770605687052011,0.00016501586651429534
menthol,dangerous,neg,0.00020284554921090603,0.00016501586651429534
marlinspike,dangerous,pos,0.0003412261139601469,0.00016501586651429534
conspirator,dangerous,pos,5.6901622883742675e-05,0.00016501586651429534
unction,dangerous,neg,0.00019846470968332142,0.00016501586651429534
plane,dangerous,neg,2.5590739824110642e-05,0.00016501586651429534
opener,dangerous,neg,0.00014020675735082477,0.00016501586651429534
bar,dangerous,neg,0.00014408996503334492,0.00016501586651429534
dip,dangerous,neg,0.006045788060873747,0.00016501586651429534
bootlegger,dangerous,pos,0.000682593381498009,0.00016501586651429534
scalpel,dangerous,pos,0.0007076581241562963,0.00016501586651429534
raper,dangerous,pos,0.0007053989684209228,0.00016501586651429534
torpedo,dangerous,pos,0.004002225119620562,0.00016501586651429534
colchicine,dangerous,neg,0.0001837117742979899,0.00016501586651429534
arm,dangerous,neg,0.00012054730905219913,0.00016501586651429534
firearm,dangerous,pos,0.005964894779026508,0.00016501586651429534
mop,dangerous,neg,3.690499215736054e-05,0.00016501586651429534
plier,dangerous,neg,0.0015583853237330914,0.00016501586651429534
soup,dangerous,neg,0.00045735971070826054,0.00016501586651429534
tap,dangerous,neg,0.00023261713795363903,0.00016501586651429534
remedy,dangerous,neg,0.0005299974582158029,0.00016501586651429534
spud,dangerous,neg,0.0012441148282960057,0.00016501586651429534
bolo,dangerous,pos,0.00043545349035412073,0.00016501586651429534
saxitoxin,dangerous,pos,0.00035188495530746877,0.00016501586651429534
hammer,dangerous,pos,0.0011889819288626313,0.00016501586651429534
ointment,dangerous,neg,7.118908251868561e-05,0.00016501586651429534
blender,dangerous,neg,0.0005636694259010255,0.00016501586651429534
henchman,dangerous,pos,0.00029943135450594127,0.00016501586651429534
pestle,dangerous,neg,0.00016653274360578507,0.00016501586651429534
morphine,dangerous,pos,0.0007010154658928514,0.00016501586651429534
ciprofloxacin,dangerous,neg,0.0001517400669399649,0.00016501586651429534
gun,dangerous,pos,0.0021156067959964275,0.00016501586651429534
knife,dangerous,pos,0.0005780148785561323,0.00016501586651429534
starter,dangerous,neg,0.0007392303668893874,0.00016501586651429534
toad,dangerous,neg,0.0021194200962781906,0.00016501586651429534
neurotoxin,dangerous,pos,0.000278019200777635,0.00016501586651429534
slice,dangerous,neg,0.00011997862748103216,0.00016501586651429534
scorpion,dangerous,pos,0.008379378356039524,0.00016501586651429534
gunman,dangerous,pos,0.0009791714837774634,0.00016501586651429534
dose,dangerous,pos,0.0023193249944597483,0.00016501586651429534
harpoon,dangerous,pos,0.0037378324195742607,0.00016501586651429534
elixir,dangerous,neg,0.0019378423457965255,0.00016501586651429534
mattock,dangerous,pos,0.000553341000340879,0.00016501586651429534
missile,dangerous,pos,0.002266809344291687,0.00016501586651429534
langur,dangerous,neg,0.0009929391089826822,0.00016501586651429534
penicillin,dangerous,neg,0.0004541617236100137,0.00016501586651429534
grapeshot,dangerous,pos,0.002525137970224023,0.00016501586651429534
fusil,dangerous,pos,0.0002591522643342614,0.00016501586651429534
aspirin,dangerous,neg,0.0002488195605110377,0.00016501586651429534
laxative,dangerous,neg,5.544172745430842e-05,0.00016501586651429534
glove,dangerous,neg,0.00015179533511400223,0.00016501586651429534
warhead,dangerous,pos,5.371772203943692e-05,0.00016501586651429534
rabbit,dangerous,neg,0.0005816107150167227,0.00016501586651429534
cure,dangerous,neg,0.0019260955741629004,0.00016501586651429534
